 "x_c",  "y_c",  "u_c",  "v_c",  "x",  "y",  "u",  "v",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "Xp",  "Yp"
-10.4184,30.5577,-0.126989,0.925688,785,323,-2.91313,-21.2355,-0.000309356,0.00550523,0.00112654,0.00571586,-0.000519984,1.38596,0.00839242,-10.5454,31.4834
-10.1569,30.5577,-0.127194,0.927407,791,323,-2.91783,-21.2749,-0.000332519,0.00557829,0.00105155,0.0057598,-0.00051402,1.39988,0.00842253,-10.284,31.4851
-9.8953,30.5577,-0.127534,0.929512,797,323,-2.92564,-21.3232,-0.000388477,0.005623,0.000956367,0.00577148,-0.000536959,1.41677,0.00827259,-10.0228,31.4873
-9.63375,30.5577,-0.127095,0.931589,803,323,-2.91562,-21.3708,-0.0004644,0.00564215,0.000844689,0.00575683,-0.000579088,1.43585,0.00908029,-9.76085,31.4893
-9.3722,30.5577,-0.126047,0.93307,809,323,-2.89152,-21.4048,-0.00052574,0.00564863,0.000718141,0.00573105,-0.000608167,1.45652,0.0116064,-9.49825,31.4908
-9.11065,30.5577,-0.126257,0.934183,815,323,-2.89638,-21.4303,-0.000562228,0.00565256,0.000584593,0.00570707,-0.00061674,1.47782,0.0135764,-9.23691,31.4919
-8.8491,30.5577,-0.12721,0.935257,821,323,-2.91824,-21.455,-0.000603677,0.00564507,0.000461752,0.005679,-0.000637614,1.49743,0.0122572,-8.97631,31.493
-8.58755,30.5577,-0.128617,0.937091,827,323,-2.95048,-21.497,-0.000636275,0.00562386,0.000370438,0.00564571,-0.000658119,1.5119,0.00894874,-8.71617,31.4948
-8.326,30.5577,-0.128963,0.938479,833,323,-2.95846,-21.5289,-0.000640179,0.00559851,0.000315083,0.00561439,-0.000656052,1.52046,0.00836867,-8.45497,31.4962
-8.06445,30.5577,-0.129447,0.939499,839,323,-2.96954,-21.5523,-0.000624563,0.00557951,0.000291441,0.00559317,-0.000638223,1.52396,0.00797394,-8.1939,31.4972
-7.8029,30.5577,-0.129769,0.940376,845,323,-2.97693,-21.5724,-0.000608464,0.00558337,0.00030629,0.00559848,-0.000623578,1.52149,0.0074838,-7.93267,31.4981
-7.54135,30.5577,-0.129772,0.941586,851,323,-2.97696,-21.6002,-0.000610741,0.00561131,0.000379016,0.00563431,-0.000633744,1.51018,0.00708202,-7.67113,31.4993
-7.2798,30.5577,-0.129626,0.94304,857,323,-2.97366,-21.6335,-0.000575096,0.0056549,0.000498501,0.00569453,-0.000614732,1.49145,0.00770462,-7.40943,31.5008
-7.01825,30.5577,-0.129679,0.943916,863,323,-2.97486,-21.6536,-0.000483117,0.00570373,0.000635594,0.00576835,-0.000547739,1.46947,0.00811887,-7.14793,31.5017
-6.7567,30.5577,-0.129681,0.945033,869,323,-2.97493,-21.6792,-0.000407593,0.00575667,0.000774861,0.00585258,-0.000503502,1.44765,0.00770502,-6.88639,31.5028
-6.49515,30.5577,-0.129583,0.946771,875,323,-2.97263,-21.7191,-0.000404234,0.00580777,0.00091314,0.00593922,-0.000535681,1.42783,0.00705425,-6.62474,31.5045
-6.2336,30.5577,-0.129519,0.949065,881,323,-2.97119,-21.7717,-0.00043693,0.00585355,0.00103955,0.00602089,-0.000604273,1.41119,0.00719756,-6.36312,31.5068
-5.97205,30.5577,-0.129399,0.95146,887,323,-2.96847,-21.8267,-0.000462983,0.00589067,0.00113065,0.00608588,-0.000658188,1.39983,0.00764089,-6.10145,31.5092
-5.71051,30.5577,-0.129634,0.953901,893,323,-2.9738,-21.8826,-0.000493809,0.0059155,0.00118421,0.0061273,-0.000705611,1.39381,0.00801021,-5.84014,31.5116
-5.44896,30.5577,-0.130155,0.956571,899,323,-2.98576,-21.9439,-0.00053525,0.005925,0.00120984,0.00614413,-0.000754388,1.39161,0.00816752,-5.57911,31.5143
-5.18741,30.5577,-0.130621,0.958938,905,323,-2.99645,-21.9982,-0.000575155,0.00592318,0.00121188,0.00614182,-0.000793802,1.3923,0.00833453,-5.31803,31.5167
-4.92586,30.5577,-0.130817,0.960957,911,323,-3.00095,-22.0445,-0.000611637,0.00592495,0.00119308,0.00613591,-0.000822593,1.39579,0.00853158,-5.05667,31.5187
-4.66431,30.5577,-0.130855,0.96297,917,323,-3.00184,-22.0907,-0.000656402,0.00593229,0.00115867,0.00613011,-0.000854225,1.40169,0.00865883,-4.79516,31.5207
-4.40276,30.5577,-0.130762,0.964611,923,323,-2.99968,-22.1284,-0.000686642,0.00594743,0.00112684,0.00613361,-0.000872818,1.40706,0.00921904,-4.53352,31.5224
-4.14121,30.5577,-0.130751,0.966125,929,323,-2.99944,-22.1631,-0.0007005,0.00597146,0.00110996,0.00615127,-0.00088031,1.41019,0.00970085,-4.27196,31.5239
-3.87966,30.5577,-0.130857,0.967499,935,323,-3.00191,-22.1946,-0.000713446,0.00600268,0.00111402,0.00618264,-0.00089341,1.41064,0.00872124,-4.01051,31.5252
-3.61811,30.5577,-0.130567,0.96931,941,323,-2.99525,-22.2361,-0.000731476,0.00603601,0.00113387,0.00622093,-0.000916401,1.40913,0.00741702,-3.74867,31.5271
-3.35656,30.5577,-0.131065,0.971731,947,323,-3.00663,-22.2917,-0.000772342,0.00607344,0.00116648,0.00626674,-0.000965645,1.40657,0.00750122,-3.48762,31.5295
-3.09501,30.5577,-0.13128,0.974207,953,323,-3.01161,-22.3485,-0.000836685,0.00611722,0.00121175,0.00632233,-0.00104179,1.40312,0.00852885,-3.22629,31.5319
-2.83346,30.5577,-0.131672,0.976359,959,323,-3.02054,-22.3979,-0.000903485,0.00616646,0.00125869,0.00638387,-0.00112089,1.39976,0.00924627,-2.96513,31.5341
-2.57191,30.5577,-0.132403,0.97819,965,323,-3.03736,-22.4398,-0.000950736,0.00622105,0.00131081,0.00645312,-0.00118281,1.39557,0.00892253,-2.70431,31.5359
-2.31036,30.5577,-0.132864,0.979318,971,323,-3.04789,-22.4657,-0.000996157,0.00627435,0.00136884,0.00652352,-0.00124533,1.39073,0.00841293,-2.44322,31.5371
-2.04881,30.5577,-0.132957,0.98113,977,323,-3.05007,-22.5073,-0.00105342,0.00632639,0.00142381,0.00659156,-0.00131859,1.38666,0.0085259,-2.18176,31.5389
-1.78726,30.5577,-0.133305,0.983599,983,323,-3.05806,-22.5639,-0.00110944,0.00637218,0.0014574,0.00664605,-0.00138332,1.38504,0.00854401,-1.92056,31.5413
-1.52571,30.5577,-0.133329,0.9856,989,323,-3.0586,-22.6098,-0.00116297,0.00641401,0.00146563,0.00668763,-0.00143659,1.38623,0.0087023,-1.65904,31.5433
-1.26416,30.5577,-0.13326,0.987336,995,323,-3.05699,-22.6497,-0.00122393,0.00645575,0.00147504,0.00672932,-0.0014975,1.38742,0.0087159,-1.39742,31.5451
-1.00261,30.5577,-0.133412,0.988699,1001,323,-3.06048,-22.6809,-0.00128361,0.00650117,0.00149497,0.00677838,-0.00156083,1.38744,0.00882818,-1.13602,31.5464
-0.741058,30.5577,-0.133883,0.990547,1007,323,-3.0713,-22.7233,-0.00132797,0.00655288,0.00151672,0.00683471,-0.0016098,1.38708,0.00931988,-0.87494,31.5483
-0.479508,30.5577,-0.134268,0.992903,1013,323,-3.08016,-22.7774,-0.0013654,0.00659991,0.00152561,0.00688212,-0.00164761,1.38789,0.00962559,-0.613776,31.5506
-0.217958,30.5577,-0.134396,0.995413,1019,323,-3.08307,-22.835,-0.00138698,0.00663605,0.00152847,0.00691737,-0.0016683,1.38878,0.00949835,-0.352354,31.5532
0.0435916,30.5577,-0.134452,0.997813,1025,323,-3.08432,-22.89,-0.00140393,0.00665915,0.00154268,0.00694422,-0.00168901,1.38806,0.0090338,-0.0908603,31.5556
0.305141,30.5577,-0.135043,0.999608,1031,323,-3.09794,-22.9312,-0.00140934,0.0066759,0.00157581,0.00697217,-0.00170561,1.38496,0.00899141,0.170099,31.5573
0.566691,30.5577,-0.136277,1.00176,1037,323,-3.12628,-22.9806,-0.00138517,0.00668716,0.0016232,0.00700133,-0.00169934,1.37961,0.00916689,0.430414,31.5595
0.828241,30.5577,-0.13748,1.0037,1043,323,-3.15382,-23.0251,-0.00133857,0.00668577,0.00167412,0.00702104,-0.00167383,1.37315,0.00905675,0.690761,31.5614
1.08979,30.5577,-0.137581,1.00538,1049,323,-3.15615,-23.0636,-0.00128622,0.00667203,0.00172059,0.0070281,-0.00164229,1.36673,0.00875127,0.95221,31.5631
1.35134,30.5577,-0.137597,1.00705,1055,323,-3.15649,-23.1019,-0.00124635,0.00664743,0.00175722,0.00702093,-0.00161985,1.36136,0.00847785,1.21374,31.5648
1.61289,30.5577,-0.137682,1.00869,1061,323,-3.15843,-23.1395,-0.00119479,0.00660907,0.00178443,0.00699775,-0.00158346,1.35633,0.0081153,1.47521,31.5664
1.87444,30.5577,-0.138571,1.00993,1067,323,-3.17889,-23.168,-0.00112477,0.0065476,0.00180565,0.0069513,-0.00152848,1.35083,0.00793037,1.73587,31.5677
2.13599,30.5577,-0.139236,1.01201,1073,323,-3.19403,-23.2157,-0.00105166,0.00647032,0.00182445,0.00688948,-0.00147082,1.34497,0.00767826,1.99675,31.5697
2.39754,30.5577,-0.139097,1.01449,1079,323,-3.19098,-23.2726,-0.000970865,0.00639028,0.0018178,0.0068147,-0.00139529,1.34142,0.00755424,2.25844,31.5722
2.65909,30.5577,-0.138938,1.0173,1085,323,-3.18723,-23.3369,-0.000873905,0.00630204,0.00175086,0.00670644,-0.0012783,1.3438,0.00836027,2.52015,31.575
2.92064,30.5577,-0.13948,1.01985,1091,323,-3.19968,-23.3955,-0.000805092,0.00619588,0.00163651,0.00655953,-0.00116874,1.35214,0.00874105,2.78116,31.5776
3.18219,30.5577,-0.140215,1.02208,1097,323,-3.21661,-23.4468,-0.000804587,0.00607626,0.001499,0.00638863,-0.00111696,1.36535,0.00923046,3.04197,31.5798
3.44374,30.5577,-0.140486,1.02413,1103,323,-3.22283,-23.4937,-0.000839306,0.00596466,0.00134094,0.0062194,-0.00109404,1.38306,0.00948449,3.30325,31.5819
3.70529,30.5577,-0.139741,1.02561,1109,323,-3.20574,-23.5277,-0.000877864,0.00586526,0.00115737,0.00605838,-0.00107098,1.40546,0.010245,3.56555,31.5834
3.96684,30.5577,-0.139406,1.02784,1115,323,-3.19796,-23.5788,-0.000926346,0.00578406,0.000960735,0.0059189,-0.00106119,1.43136,0.0109673,3.82743,31.5856
4.22839,30.5577,-0.1398,1.02934,1121,323,-3.20699,-23.6133,-0.000992858,0.00573113,0.000778682,0.00582013,-0.00108186,1.457,0.0115597,4.08859,31.5871
4.48994,30.5577,-0.140385,1.02953,1127,323,-3.22049,-23.6176,-0.00106979,0.00570528,0.000630457,0.00576345,-0.00112796,1.47879,0.0132345,4.34955,31.5873
4.75149,30.5577,-0.140178,1.02973,1133,323,-3.21576,-23.6221,-0.00114369,0.00570828,0.000517958,0.00574721,-0.00118262,1.49577,0.0144151,4.61131,31.5875
5.01304,30.5577,-0.140412,1.03129,1139,323,-3.2211,-23.658,-0.0012048,0.0057361,0.000441519,0.00576408,-0.00123278,1.50753,0.0140795,4.87263,31.589
5.27459,30.5577,-0.141763,1.0343,1145,323,-3.25208,-23.7271,-0.00128225,0.00579495,0.000405007,0.00581805,-0.00130535,1.51382,0.0124778,5.13283,31.592
5.53614,30.5577,-0.14229,1.03602,1151,323,-3.26414,-23.7665,-0.00140291,0.00588394,0.000401867,0.00590604,-0.00142501,1.51587,0.0107622,5.39385,31.5938
5.79769,30.5577,-0.141848,1.03713,1157,323,-3.25405,-23.7919,-0.00151934,0.0059903,0.000409254,0.00601254,-0.00154158,1.51651,0.00996847,5.65584,31.5949
6.05924,30.5577,-0.141827,1.03877,1163,323,-3.2535,-23.8296,-0.00157704,0.00609877,0.00040728,0.00612032,-0.00159859,1.51793,0.00976245,5.91741,31.5965
6.32079,30.5577,-0.142248,1.04097,1169,323,-3.26322,-23.8801,-0.00159909,0.00618979,0.000401764,0.00621046,-0.00161976,1.5194,0.00970919,6.17854,31.5987
6.58234,30.5577,-0.143365,1.04283,1175,323,-3.28888,-23.9227,-0.00162673,0.00626011,0.000393572,0.0062797,-0.00164632,1.52106,0.00923843,6.43897,31.6006
6.84389,30.5577,-0.144206,1.04447,1181,323,-3.30811,-23.9604,-0.00164938,0.00631072,0.000366051,0.00632752,-0.00166618,1.52494,0.00943131,6.69968,31.6022
7.10544,30.5577,-0.144631,1.04594,1187,323,-3.31788,-23.994,-0.00164769,0.00633963,0.000313871,0.00635195,-0.00166001,1.53158,0.0104893,6.96081,31.6037
7.36699,30.5577,-0.145036,1.0476,1193,323,-3.32716,-24.0322,-0.0016514,0.00634261,0.000250425,0.00635045,-0.00165924,1.53951,0.0114727,7.22195,31.6053
7.62854,30.5577,-0.146047,1.04947,1199,323,-3.35033,-24.0751,-0.00168825,0.00632238,0.000183375,0.00632657,-0.00169244,1.54792,0.0134907,7.48249,31.6072
7.89009,30.5577,-0.147218,1.05142,1205,323,-3.37723,-24.1198,-0.0017458,0.00627493,0.000114981,0.00627657,-0.00174745,1.55646,0.0127204,7.74287,31.6092
8.15164,30.5577,-0.146978,1.05291,1211,323,-3.37166,-24.1541,-0.00182976,0.00620405,6.52325e-05,0.00620458,-0.00183029,1.56268,0.011571,8.00466,31.6107
8.41319,30.5577,-0.147228,1.05411,1217,323,-3.37744,-24.1814,-0.00192227,0.00612744,5.11329e-05,0.00612776,-0.00192259,1.56444,0.0111628,8.26596,31.6118
8.67474,30.5577,-0.146829,1.05503,1223,323,-3.36823,-24.2025,-0.00199836,0.00605571,7.1323e-05,0.00605634,-0.001999,1.56194,0.010185,8.52791,31.6128
8.93629,30.5577,-0.14701,1.05702,1229,323,-3.37244,-24.2481,-0.00203846,0.00598685,0.000127359,0.00598888,-0.00204048,1.55493,0.00969315,8.78928,31.6148
9.19784,30.5577,-0.147579,1.05876,1235,323,-3.38551,-24.2881,-0.00202563,0.00591505,0.000202394,0.00592021,-0.00203078,1.54533,0.00946211,9.05026,31.6165
9.45939,30.5577,-0.14859,1.05986,1241,323,-3.40869,-24.3133,-0.00200203,0.00584158,0.000283716,0.00585183,-0.00201228,1.53469,0.00912632,9.3108,31.6176
9.72094,30.5577,-0.149809,1.06091,1247,323,-3.43663,-24.3375,-0.0019692,0.00577923,0.000394878,0.0057993,-0.00198927,1.52001,0.00880957,9.57113,31.6187
9.98249,30.5577,-0.150676,1.06203,1253,323,-3.45658,-24.3631,-0.00189303,0.00572215,0.000521791,0.00575773,-0.00192862,1.5027,0.0085791,9.83181,31.6198
10.244,30.5577,-0.151006,1.06381,1259,323,-3.46414,-24.4041,-0.00170235,0.00566526,0.000644162,0.00572115,-0.00175825,1.48424,0.00887438,10.093,31.6216
10.5056,30.5577,-0.151432,1.06561,1265,323,-3.47383,-24.4454,-0.00135723,0.00560583,0.000752666,0.00568626,-0.00143766,1.46434,0.00885036,10.3542,31.6234
10.7671,30.5577,-0.151847,1.06754,1271,323,-3.48337,-24.4896,-0.000870188,0.00553579,0.00084693,0.00564587,-0.000980269,1.44155,0.00894976,10.6153,31.6253
11.0287,30.5577,-0.151847,1.06987,1277,323,-3.48339,-24.5429,-0.000259623,0.00544223,0.000932745,0.00559094,-0.000408329,1.4127,0.00943683,10.8768,31.6276
-17.7418,30.2962,-0.121343,0.879477,617,329,-2.78361,-20.1754,-0.00124288,0.00282928,0.000589774,0.00291298,-0.00132658,1.42982,0.0071808,-17.8631,31.1757
-17.4802,30.2962,-0.121864,0.880898,623,329,-2.7956,-20.2079,-0.000922943,0.00286384,0.000560545,0.00294507,-0.00100418,1.42688,0.00704838,-17.6021,31.1771
-17.2187,30.2962,-0.122766,0.882151,629,329,-2.8163,-20.2367,-0.000785874,0.00292449,0.000535888,0.00300033,-0.000861722,1.43019,0.0068226,-17.3415,31.1783
-16.9571,30.2962,-0.123487,0.883061,635,329,-2.83281,-20.2576,-0.000774502,0.00301051,0.000532978,0.00308413,-0.00084812,1.43354,0.0067486,-17.0806,31.1793
-16.6956,30.2962,-0.122343,0.884358,641,329,-2.80656,-20.2873,-0.000825968,0.00312228,0.000547749,0.00319686,-0.00090055,1.43547,0.00800641,-16.8179,31.1805
-16.434,30.2962,-0.121891,0.886366,647,329,-2.79617,-20.3334,-0.000883464,0.00325417,0.000572082,0.00333181,-0.000961104,1.4359,0.00800717,-16.5559,31.1826
-16.1725,30.2962,-0.121585,0.888342,653,329,-2.78916,-20.3787,-0.000915829,0.00339691,0.000593234,0.00347702,-0.000995942,1.43656,0.00798415,-16.2941,31.1845
-15.9109,30.2962,-0.122841,0.89007,659,329,-2.81799,-20.4184,-0.000924686,0.00354321,0.000608473,0.0036246,-0.00100607,1.43783,0.00699558,-16.0338,31.1863
-15.6494,30.2962,-0.1237,0.891418,665,329,-2.83772,-20.4493,-0.000917616,0.00367909,0.000615545,0.00376009,-0.000998616,1.43996,0.0064392,-15.7731,31.1876
-15.3878,30.2962,-0.124171,0.892995,671,329,-2.84851,-20.4855,-0.000926011,0.00381603,0.000641695,0.00390133,-0.00101131,1.43864,0.00674697,-15.512,31.1892
-15.1263,30.2962,-0.124525,0.894555,677,329,-2.85665,-20.5213,-0.000914436,0.00394819,0.000682726,0.00404223,-0.00100847,1.43392,0.00715105,-15.2508,31.1907
-14.8647,30.2962,-0.124525,0.895934,683,329,-2.85664,-20.5529,-0.000888378,0.0040714,0.00072949,0.00417647,-0.000993446,1.42775,0.00774749,-14.9893,31.1921
-14.6032,30.2962,-0.124214,0.89736,689,329,-2.84951,-20.5856,-0.000845772,0.00417981,0.00077641,0.00429702,-0.000962987,1.42096,0.00821954,-14.7274,31.1936
-14.3417,30.2962,-0.123921,0.89898,695,329,-2.84277,-20.6228,-0.000785169,0.00426779,0.000826966,0.00439969,-0.000917067,1.41263,0.00829403,-14.4656,31.1952
-14.0801,30.2962,-0.123825,0.900332,701,329,-2.8406,-20.6538,-0.000720481,0.00434499,0.000880828,0.00449379,-0.000869276,1.40345,0.00811061,-14.2039,31.1965
-13.8186,30.2962,-0.12406,0.901717,707,329,-2.84595,-20.6856,-0.000644808,0.00441811,0.000930721,0.00458378,-0.000810482,1.39464,0.00851555,-13.9426,31.1979
-13.557,30.2962,-0.124898,0.903465,713,329,-2.86517,-20.7256,-0.000564099,0.00449066,0.000974787,0.00467212,-0.000745567,1.38674,0.00865879,-13.6819,31.1997
-13.2955,30.2962,-0.125776,0.905319,719,329,-2.88532,-20.7682,-0.000491321,0.00455523,0.00101626,0.0047522,-0.000688286,1.37936,0.00829987,-13.4212,31.2015
-13.0339,30.2962,-0.12572,0.90702,725,329,-2.88401,-20.8072,-0.000466747,0.00460655,0.00106264,0.00482014,-0.000680334,1.37244,0.00816171,-13.1596,31.2032
-12.7724,30.2962,-0.126332,0.909168,731,329,-2.89809,-20.8565,-0.000470254,0.00465226,0.00110572,0.00488074,-0.000698737,1.36703,0.00774055,-12.8987,31.2054
-12.5108,30.2962,-0.12663,0.911444,737,329,-2.90491,-20.9087,-0.000473282,0.00470701,0.00113649,0.00494537,-0.000711647,1.36406,0.00836407,-12.6374,31.2076
-12.2493,30.2962,-0.12696,0.913634,743,329,-2.91249,-20.9589,-0.000465338,0.0047754,0.00116157,0.00502132,-0.000711253,1.36217,0.00797802,-12.3762,31.2098
-11.9877,30.2962,-0.126241,0.915064,749,329,-2.896,-20.9917,-0.000439592,0.00485676,0.0011879,0.00511098,-0.000693821,1.35996,0.00880556,-12.1139,31.2113
-11.7262,30.2962,-0.125156,0.916458,755,329,-2.87109,-21.0237,-0.000384911,0.0049475,0.00120896,0.00520879,-0.000646203,1.35794,0.00968954,-11.8513,31.2126
-11.4646,30.2962,-0.124416,0.918343,761,329,-2.85415,-21.067,-0.00028566,0.00504718,0.00120554,0.00530704,-0.000545521,1.35849,0.0103622,-11.589,31.2145
-11.2031,30.2962,-0.124669,0.920248,767,329,-2.85993,-21.1107,-0.000217189,0.00515427,0.00118306,0.00540329,-0.000466213,1.36333,0.0104624,-11.3277,31.2164
-10.9415,30.2962,-0.126018,0.921811,773,329,-2.89087,-21.1465,-0.000213168,0.00526286,0.00115558,0.00549673,-0.000447036,1.37111,0.00961092,-11.0675,31.218
-10.68,30.2962,-0.125871,0.922661,779,329,-2.88752,-21.166,-0.0002357,0.00537034,0.00112925,0.00558926,-0.00045462,1.37931,0.00880692,-10.8058,31.2189
-10.4184,30.2962,-0.125863,0.923841,785,329,-2.88734,-21.1931,-0.000249928,0.00547063,0.0010921,0.00567203,-0.000451329,1.38843,0.0087422,-10.5443,31.22
-10.1569,30.2962,-0.125722,0.925601,791,329,-2.88408,-21.2335,-0.000261054,0.00554941,0.00103418,0.00572799,-0.000439636,1.3998,0.00864916,-10.2826,31.2218
-9.8953,30.2962,-0.126252,0.927763,797,329,-2.89622,-21.2831,-0.000303914,0.00559647,0.0009577,0.00574802,-0.000455467,1.41385,0.00879931,-10.0216,31.224
-9.63375,30.2962,-0.125935,0.929454,803,329,-2.889,-21.3218,-0.000369034,0.00561478,0.000858945,0.00573563,-0.00048989,1.43101,0.0106328,-9.75969,31.2256
-9.3722,30.2962,-0.124443,0.9302,809,329,-2.85472,-21.339,-0.000424637,0.0056173,0.000738036,0.00570615,-0.000513483,1.45099,0.0129319,-9.49665,31.2264
-9.11065,30.2962,-0.124219,0.93082,815,329,-2.84959,-21.3532,-0.000459669,0.00561144,0.000609306,0.00567199,-0.000520216,1.47175,0.0148925,-9.23487,31.227
-8.8491,30.2962,-0.125017,0.932558,821,329,-2.86792,-21.393,-0.00050642,0.0055847,0.000494765,0.00562463,-0.000546347,1.49027,0.0134793,-8.97412,31.2287
-8.58755,30.2962,-0.126175,0.935045,827,329,-2.89444,-21.4501,-0.000549753,0.00553377,0.000408763,0.00556112,-0.000577096,1.504,0.00937485,-8.71373,31.2312
-8.326,30.2962,-0.126739,0.936948,833,329,-2.90739,-21.4937,-0.000564486,0.00546932,0.000351884,0.00548978,-0.000584938,1.51274,0.00877534,-8.45274,31.2331
-8.06445,30.2962,-0.127619,0.938426,839,329,-2.92761,-21.5276,-0.000555259,0.00540627,0.000317147,0.00542309,-0.000572084,1.5178,0.007663,-8.19207,31.2346
-7.8029,30.2962,-0.128093,0.939547,845,329,-2.9385,-21.5534,-0.000543868,0.00536552,0.000315067,0.00538227,-0.000560619,1.51768,0.0072306,-7.931,31.2357
-7.54135,30.2962,-0.127508,0.940583,851,329,-2.92503,-21.5772,-0.00055258,0.00535328,0.000371261,0.00537653,-0.000575827,1.50826,0.00736358,-7.66886,31.2368
-7.2798,30.2962,-0.126651,0.941175,857,329,-2.90538,-21.5907,-0.000523654,0.00536394,0.000477589,0.00540243,-0.000562144,1.49038,0.00799244,-7.40646,31.2374
-7.01825,30.2962,-0.126816,0.941935,863,329,-2.90919,-21.6082,-0.000440484,0.00538927,0.000606208,0.00545164,-0.000502853,1.46827,0.00853505,-7.14507,31.2381
-6.7567,30.2962,-0.127771,0.943106,869,329,-2.93111,-21.635,-0.00037618,0.00542715,0.000741529,0.00552041,-0.000469432,1.4457,0.00832328,-6.88448,31.2393
-6.49515,30.2962,-0.128657,0.945038,875,329,-2.95142,-21.6794,-0.000382566,0.00547326,0.000879389,0.00560247,-0.000511776,1.42491,0.00753835,-6.62381,31.2412
-6.2336,30.2962,-0.128915,0.946967,881,329,-2.95731,-21.7236,-0.000419132,0.00552568,0.00100849,0.0056921,-0.000585554,1.40725,0.0074884,-6.36252,31.2432
-5.97205,30.2962,-0.128769,0.94904,887,329,-2.95397,-21.7712,-0.000445547,0.00557891,0.00110714,0.00577593,-0.000642566,1.39469,0.00784802,-6.10082,31.2452
-5.71051,30.2962,-0.128567,0.951332,893,329,-2.94936,-21.8237,-0.000478544,0.00562497,0.00117366,0.00584287,-0.000696451,1.38722,0.00819826,-5.83907,31.2475
-5.44896,30.2962,-0.128673,0.953958,899,329,-2.95177,-21.884,-0.000528469,0.0056576,0.00121408,0.00588734,-0.000758213,1.38378,0.00816188,-5.57763,31.2501
-5.18741,30.2962,-0.128891,0.956885,905,329,-2.95679,-21.9511,-0.000582253,0.00568043,0.00122593,0.00591186,-0.000813679,1.38422,0.00797076,-5.3163,31.2531
-4.92586,30.2962,-0.129115,0.959595,911,329,-2.9619,-22.0133,-0.000630255,0.00570871,0.00121174,0.00593244,-0.000853993,1.38821,0.00854207,-5.05497,31.2558
-4.66431,30.2962,-0.129657,0.962254,917,329,-2.97435,-22.0743,-0.000683309,0.00574235,0.00118106,0.00595255,-0.000893516,1.39466,0.00801461,-4.79396,31.2584
-4.40276,30.2962,-0.12954,0.963852,923,329,-2.97168,-22.1109,-0.000723909,0.00577987,0.00115262,0.0059781,-0.000922138,1.40048,0.00833363,-4.5323,31.26
-4.14121,30.2962,-0.128681,0.964728,929,329,-2.95195,-22.1311,-0.000750338,0.00582059,0.00113907,0.00601244,-0.000942196,1.40393,0.00857792,-4.26989,31.2609
-3.87966,30.2962,-0.128849,0.965831,935,329,-2.95582,-22.1564,-0.000775711,0.00586326,0.00114552,0.00605535,-0.000967806,1.40465,0.00811087,-4.0085,31.262
-3.61811,30.2962,-0.128928,0.967567,941,329,-2.95765,-22.1962,-0.00080437,0.00590582,0.00116703,0.006103,-0.00100154,1.40342,0.00738853,-3.74703,31.2638
-3.35656,30.2962,-0.129908,0.969921,947,329,-2.98012,-22.2502,-0.000849192,0.00595264,0.00119986,0.00615809,-0.00105464,1.40121,0.00739277,-3.48646,31.2661
-3.09501,30.2962,-0.130115,0.972495,953,329,-2.98485,-22.3092,-0.00090631,0.00600663,0.00124471,0.00622391,-0.0011236,1.39797,0.00781588,-3.22512,31.2687
-2.83346,30.2962,-0.13036,0.974633,959,329,-2.99051,-22.3582,-0.000957305,0.00606623,0.00129127,0.0062961,-0.00118718,1.39462,0.00825865,-2.96382,31.2708
-2.57191,30.2962,-0.130879,0.976655,965,329,-3.00237,-22.4046,-0.000992853,0.0061301,0.00134487,0.00637556,-0.00123831,1.39027,0.0087029,-2.70279,31.2728
-2.31036,30.2962,-0.131238,0.978348,971,329,-3.01065,-22.4435,-0.00103891,0.00619325,0.00140436,0.00645638,-0.00130204,1.38558,0.00925731,-2.44159,31.2745
-2.04881,30.2962,-0.13164,0.979959,977,329,-3.01986,-22.4805,-0.0011005,0.00625774,0.00146131,0.00653732,-0.00138008,1.38176,0.00973248,-2.18045,31.2761
-1.78726,30.2962,-0.132185,0.982395,983,329,-3.03233,-22.5363,-0.0011521,0.00631926,0.001498,0.00660842,-0.00144126,1.38011,0.00966836,-1.91944,31.2786
-1.52571,30.2962,-0.132393,0.984265,989,329,-3.03712,-22.5792,-0.00119698,0.00637815,0.00150937,0.00666782,-0.00148665,1.38119,0.00909729,-1.6581,31.2805
-1.26416,30.2962,-0.132334,0.985964,995,329,-3.03575,-22.6182,-0.00125674,0.00643717,0.00151923,0.00672629,-0.00154586,1.38274,0.00852161,-1.39649,31.2822
-1.00261,30.2962,-0.132504,0.987205,1001,329,-3.0397,-22.6467,-0.00132412,0.00649917,0.00153572,0.00678983,-0.00161478,1.38374,0.00869185,-1.13511,31.2834
-0.741058,30.2962,-0.132808,0.989233,1007,329,-3.04664,-22.6932,-0.00137789,0.00656555,0.00155393,0.00685872,-0.00167106,1.38433,0.00904495,-0.873865,31.2854
-0.479508,30.2962,-0.133406,0.991831,1013,329,-3.06033,-22.7528,-0.00141893,0.00662394,0.00156195,0.00691663,-0.00171162,1.38556,0.00925033,-0.612914,31.288
-0.217958,30.2962,-0.133475,0.994382,1019,329,-3.06193,-22.8113,-0.00144181,0.00666541,0.00156558,0.00695723,-0.00173364,1.38651,0.00918695,-0.351434,31.2906
