 "x_c",  "y_c",  "u_c",  "v_c",  "x",  "y",  "u",  "v",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "Xp",  "Yp"
8.67474,-30.1218,-0.0153465,0.692496,1223,1715,-0.351995,-15.886,-0.00134274,0.00430161,-0.000153316,0.00430577,-0.0013469,-1.54366,0.0165275,8.65939,-29.4293
8.93629,-30.1218,-0.0172887,0.692289,1229,1715,-0.396614,-15.8812,-0.00135011,0.00441366,-0.000120741,0.00441619,-0.00135264,-1.54986,0.0116815,8.919,-29.4295
9.19784,-30.1218,-0.0183264,0.69107,1235,1715,-0.420411,-15.8533,-0.00133843,0.00452824,-6.6432e-05,0.00452899,-0.00133918,-1.55947,0.00986175,9.17951,-29.4308
9.45939,-30.1218,-0.0190128,0.691586,1241,1715,-0.436197,-15.8651,-0.00139677,0.00463988,-7.0324e-06,0.00463989,-0.00139678,-1.56963,0.0109397,9.44037,-29.4302
9.72094,-30.1218,-0.0193161,0.692661,1247,1715,-0.443156,-15.8897,-0.00153839,0.0047468,5.2587e-05,0.00474724,-0.00153883,1.56243,0.01193,9.70162,-29.4292
9.98249,-30.1218,-0.0192044,0.693044,1253,1715,-0.440592,-15.8985,-0.0016751,0.00485737,8.87116e-05,0.00485857,-0.00167631,1.55722,0.0122516,9.96328,-29.4288
10.244,-30.1218,-0.019529,0.692922,1259,1715,-0.44797,-15.8957,-0.00176487,0.00497361,0.000105708,0.00497527,-0.00176653,1.55511,0.0120598,10.2245,-29.4289
10.5056,-30.1218,-0.0199493,0.692315,1265,1715,-0.457638,-15.8818,-0.00188317,0.00508229,0.000131509,0.00508477,-0.00188565,1.55193,0.0116497,10.4856,-29.4295
10.7671,-30.1218,-0.0204655,0.691613,1271,1715,-0.469433,-15.8657,-0.00220333,0.00518086,0.000154318,0.00518408,-0.00220655,1.54991,0.0111245,10.7467,-29.4302
-17.7418,-30.3834,0.00950374,0.703453,617,1721,0.218047,-16.1374,0.00143237,0.00234909,0.000401122,0.00249982,0.00128164,1.21135,0.00770054,-17.7323,-29.6799
-17.4802,-30.3834,0.00957026,0.703027,623,1721,0.219526,-16.1276,0.000979601,0.00253623,0.000425998,0.00264518,0.000870646,1.3204,0.00783828,-17.4707,-29.6803
-17.2187,-30.3834,0.00976449,0.702309,629,1721,0.223973,-16.1111,0.000590567,0.00266314,0.000379049,0.00273029,0.000523419,1.39547,0.00838668,-17.2089,-29.6811
-16.9571,-30.3834,0.00957026,0.701494,635,1721,0.21957,-16.0924,0.000248674,0.0027358,0.0002817,0.00276731,0.000217166,1.45941,0.00924676,-16.9476,-29.6819
-16.6956,-30.3834,0.00904878,0.701282,641,1721,0.207577,-16.0875,-3.01623e-05,0.00276943,0.000164878,0.00277911,-3.98391e-05,1.51217,0.00951638,-16.6866,-29.6821
-16.434,-30.3834,0.00851399,0.701532,647,1721,0.195326,-16.0932,-0.000254762,0.00278165,4.67537e-05,0.00278237,-0.000255482,1.5554,0.0089551,-16.4255,-29.6818
-16.1725,-30.3834,0.0081016,0.701952,653,1721,0.185853,-16.1029,-0.000439915,0.0027846,-5.84696e-05,0.00278566,-0.000440975,-1.55267,0.00832299,-16.1644,-29.6814
-15.9109,-30.3834,0.00810692,0.702367,659,1721,0.185995,-16.1124,-0.000563334,0.00278494,-0.000137171,0.00279055,-0.000568944,-1.52992,0.00778049,-15.9028,-29.681
-15.6494,-30.3834,0.00895033,0.702654,665,1721,0.205301,-16.119,-0.000617491,0.00278096,-0.000193235,0.00279191,-0.000628443,-1.51418,0.00856668,-15.6404,-29.6807
-15.3878,-30.3834,0.00938934,0.702213,671,1721,0.215407,-16.1088,-0.000652044,0.00277676,-0.000237943,0.00279319,-0.000668477,-1.50184,0.00926212,-15.3785,-29.6812
-15.1263,-30.3834,0.00901153,0.700829,677,1721,0.206751,-16.0771,-0.000659137,0.00276795,-0.000278216,0.00279039,-0.000681576,-1.49032,0.0103309,-15.1173,-29.6825
-14.8647,-30.3834,0.00949576,0.700271,683,1721,0.217836,-16.0643,-0.000656373,0.00275267,-0.00030505,0.00277976,-0.000683455,-1.48225,0.0111509,-14.8553,-29.6831
-14.6032,-30.3834,0.00920841,0.699228,689,1721,0.211247,-16.0404,-0.000635472,0.00274149,-0.000303445,0.00276854,-0.000662522,-1.48189,0.0112917,-14.594,-29.6841
-14.3417,-30.3834,0.00927493,0.6991,695,1721,0.212775,-16.0375,-0.000607245,0.00274127,-0.000280688,0.00276464,-0.00063061,-1.48774,0.0122971,-14.3324,-29.6843
-14.0801,-30.3834,0.00837298,0.699164,701,1721,0.192069,-16.0389,-0.000583493,0.00274626,-0.000257569,0.00276606,-0.000603299,-1.49405,0.00996674,-14.0717,-29.6842
-13.8186,-30.3834,0.00877473,0.699733,707,1721,0.20128,-16.052,-0.000580956,0.00274907,-0.000242459,0.00276663,-0.000598517,-1.49849,0.0087743,-13.8098,-29.6836
-13.557,-30.3834,0.00908869,0.700462,713,1721,0.208504,-16.0687,-0.000614017,0.00275542,-0.000220026,0.00276972,-0.000628324,-1.50586,0.00794986,-13.5479,-29.6829
-13.2955,-30.3834,0.00848207,0.701005,719,1721,0.194555,-16.0812,-0.000662448,0.00276763,-0.000191398,0.00277827,-0.000673095,-1.51523,0.00740015,-13.287,-29.6824
-13.0339,-30.3834,0.00742846,0.701218,725,1721,0.170391,-16.086,-0.000734184,0.0027844,-0.000161511,0.0027918,-0.000741582,-1.52502,0.0077013,-13.0265,-29.6822
-12.7724,-30.3834,0.00688569,0.700994,731,1721,0.157975,-16.081,-0.000812028,0.0028027,-0.000128703,0.00280727,-0.000816605,-1.53525,0.00844786,-12.7655,-29.6824
-12.5108,-30.3834,0.00688303,0.700302,737,1721,0.157919,-16.0651,-0.000855162,0.00282603,-0.000101548,0.00282883,-0.000857961,-1.54324,0.00880141,-12.5039,-29.6831
-12.2493,-30.3834,0.00662761,0.699446,743,1721,0.152035,-16.0454,-0.000861293,0.00284923,-8.19197e-05,0.00285104,-0.000863101,-1.54873,0.00832473,-12.2426,-29.6839
-11.9877,-30.3834,0.00657174,0.699366,749,1721,0.150729,-16.0436,-0.000856328,0.00287853,-6.3955e-05,0.00287963,-0.000857423,-1.55368,0.00786469,-11.9811,-29.684
-11.7262,-30.3834,0.00625512,0.699722,755,1721,0.143502,-16.0517,-0.000839543,0.00291579,-3.33753e-05,0.00291608,-0.00083984,-1.56191,0.00763893,-11.7199,-29.6837
-11.4646,-30.3834,0.00620989,0.700106,761,1721,0.142476,-16.0605,-0.000773286,0.00296221,1.86507e-05,0.00296231,-0.000773379,1.5658,0.00753488,-11.4584,-29.6833
-11.2031,-30.3834,0.00550749,0.699744,767,1721,0.126347,-16.0523,-0.000646632,0.00301178,7.02824e-05,0.00301313,-0.000647981,1.55159,0.00895749,-11.1975,-29.6836
-10.9415,-30.3834,0.00448049,0.69943,773,1721,0.102786,-16.045,-0.000495911,0.00306232,0.000105271,0.00306543,-0.000499023,1.54125,0.010735,-10.937,-29.6839
-10.68,-30.3834,0.00378607,0.699467,779,1721,0.0868637,-16.0459,-0.000372056,0.00311008,0.000139352,0.00311564,-0.000377624,1.53086,0.0115728,-10.6762,-29.6839
-10.4184,-30.3834,0.00367432,0.69927,785,1721,0.084306,-16.0414,-0.000286633,0.00315732,0.000184865,0.00316722,-0.000296528,1.51732,0.0112601,-10.4147,-29.6841
-10.1569,-30.3834,0.00398029,0.698818,791,1721,0.0912855,-16.0311,-0.000245016,0.00320835,0.000230991,0.00322373,-0.000260399,1.5043,0.0102046,-10.1529,-29.6846
-9.8953,-30.3834,0.00447517,0.698174,797,1721,0.102646,-16.0163,-0.000227882,0.00326142,0.000263603,0.00328122,-0.000247684,1.49582,0.00998703,-9.89083,-29.6852
-9.63375,-30.3834,0.00590126,0.698392,803,1721,0.13539,-16.0212,-0.000213271,0.00330793,0.000276472,0.00332951,-0.000234847,1.49292,0.0092659,-9.62785,-29.685
-9.3722,-30.3834,0.00674468,0.699265,809,1721,0.154745,-16.0412,-0.000217375,0.00334253,0.000274763,0.00336361,-0.000238457,1.49422,0.00917227,-9.36546,-29.6841
-9.11065,-30.3834,0.00665954,0.699563,815,1721,0.152752,-16.048,-0.000239155,0.00335959,0.000259124,0.00337815,-0.000257717,1.49928,0.0085981,-9.10399,-29.6838
-8.8491,-30.3834,0.00554474,0.699137,821,1721,0.127204,-16.0383,-0.000280803,0.00335659,0.000231118,0.00337121,-0.00029543,1.5076,0.00777123,-8.84356,-29.6842
-8.58755,-30.3834,0.00470664,0.698754,827,1721,0.107978,-16.0295,-0.000359398,0.00333345,0.000193701,0.00334358,-0.00036953,1.51853,0.00780444,-8.58285,-29.6846
-8.326,-30.3834,0.00468802,0.699068,833,1721,0.107548,-16.0368,-0.000453305,0.00330246,0.000149575,0.00330841,-0.000459253,1.53105,0.00779112,-8.32131,-29.6843
-8.06445,-30.3834,0.00498867,0.699275,839,1721,0.114435,-16.0415,-0.000545637,0.0032642,0.000102453,0.00326696,-0.00054839,1.54393,0.00773482,-8.05946,-29.6841
-7.8029,-30.3834,0.00518023,0.698956,845,1721,0.11883,-16.0341,-0.000645249,0.0032175,4.6465e-05,0.00321806,-0.000645807,1.55877,0.00829868,-7.79772,-29.6844
-7.54135,-30.3834,0.00507647,0.698637,851,1721,0.116441,-16.0269,-0.0007311,0.00316635,-1.45661e-05,0.0031664,-0.000731154,-1.56706,0.00855996,-7.53628,-29.6847
-7.2798,-30.3834,0.00540639,0.698562,857,1721,0.124035,-16.0252,-0.000792723,0.00312406,-5.86258e-05,0.00312494,-0.000793601,-1.55583,0.00878021,-7.2744,-29.6848
-7.01825,-30.3834,0.00585337,0.698573,863,1721,0.134262,-16.0254,-0.000837932,0.00310398,-7.98181e-05,0.0031056,-0.000839548,-1.55056,0.0084911,-7.0124,-29.6848
-6.7567,-30.3834,0.00577621,0.698568,869,1721,0.132505,-16.0253,-0.000881408,0.00310991,-9.34964e-05,0.0031121,-0.000883597,-1.54739,0.00781977,-6.75093,-29.6848
-6.49515,-30.3834,0.0049727,0.698525,875,1721,0.114049,-16.0243,-0.000941375,0.00313093,-0.000108591,0.00313382,-0.000944269,-1.54416,0.00725734,-6.49018,-29.6848
-6.2336,-30.3834,0.00420378,0.698637,881,1721,0.0964132,-16.0268,-0.00100865,0.00316311,-0.000112332,0.00316613,-0.00101168,-1.5439,0.00724643,-6.2294,-29.6847
-5.97205,-30.3834,0.00335238,0.698499,887,1721,0.0769099,-16.0236,-0.0010854,0.00320025,-9.8076e-05,0.0032025,-0.00108764,-1.54793,0.00739318,-5.9687,-29.6849
-5.71051,-30.3834,0.002642,0.697924,893,1721,0.0606147,-16.0105,-0.00116348,0.00324608,-7.3478e-05,0.0032473,-0.00116471,-1.55414,0.00759314,-5.70786,-29.6854
-5.44896,-30.3834,0.00243181,0.697647,899,1721,0.0558055,-16.0042,-0.00121456,0.00329685,-4.94144e-05,0.00329739,-0.0012151,-1.55984,0.00693439,-5.44652,-29.6857
-5.18741,-30.3834,0.00256484,0.697535,905,1721,0.0588298,-16.0016,-0.00124144,0.00334819,-3.47753e-05,0.00334845,-0.0012417,-1.56322,0.00647984,-5.18484,-29.6858
-4.92586,-30.3834,0.00244777,0.697386,911,1721,0.0561566,-15.9982,-0.00126139,0.00339564,-2.88618e-05,0.00339582,-0.00126157,-1.5646,0.00711998,-4.92341,-29.686
-4.66431,-30.3834,0.00238658,0.697142,917,1721,0.0547237,-15.9926,-0.00128097,0.00343056,-2.55689e-05,0.0034307,-0.00128111,-1.56537,0.00832494,-4.66192,-29.6862
-4.40276,-30.3834,0.0026287,0.696897,923,1721,0.060275,-15.9869,-0.00129084,0.0034513,-3.30133e-05,0.00345153,-0.00129107,-1.56384,0.00896702,-4.40013,-29.6865
-4.14121,-30.3834,0.00204868,0.69695,929,1721,0.0470001,-15.9881,-0.00125761,0.00346284,-7.3761e-05,0.00346399,-0.00125876,-1.55518,0.00808576,-4.13916,-29.6864
-3.87966,-30.3834,0.000973788,0.697025,935,1721,0.0223371,-15.9899,-0.00119922,0.00347393,-0.000152409,0.00347889,-0.00120418,-1.53823,0.0077006,-3.87868,-29.6863
-3.61811,-30.3834,0.000292668,0.697168,941,1721,0.00674366,-15.9931,-0.00115421,0.00348833,-0.000230812,0.00349978,-0.00116566,-1.52124,0.00777513,-3.61781,-29.6862
-3.35656,-30.3834,3.19275e-05,0.697131,947,1721,0.00070357,-15.9923,-0.00115977,0.00350996,-0.000271069,0.00352564,-0.00117546,-1.51301,0.0087352,-3.35652,-29.6862
-3.09501,-30.3834,5.05518e-05,0.697019,953,1721,0.00115041,-15.9897,-0.0012063,0.00353461,-0.000268932,0.00354981,-0.00122151,-1.51431,0.00946585,-3.09496,-29.6864
-2.83346,-30.3834,-0.000210189,0.696945,959,1721,-0.00480824,-15.988,-0.00123436,0.00356497,-0.000250899,0.00357805,-0.00124744,-1.51871,0.0100859,-2.83367,-29.6864
-2.57191,-30.3834,-0.000947182,0.697365,965,1721,-0.0217338,-15.9976,-0.00125606,0.0036027,-0.000223904,0.003613,-0.00126636,-1.52484,0.0108957,-2.57285,-29.686
-2.31036,-30.3834,-0.00055607,0.697041,971,1721,-0.0127262,-15.9903,-0.00130085,0.00364765,-0.000189284,0.00365488,-0.00130808,-1.53262,0.0139264,-2.31091,-29.6863
-2.04881,-30.3834,-0.000282026,0.69479,977,1721,-0.00648086,-15.9386,-0.00136368,0.00370074,-0.000143341,0.0037048,-0.00136773,-1.54252,0.0171229,-2.04909,-29.6886
-1.78726,-30.3834,0.000489555,0.692869,983,1721,0.0112176,-15.8945,-0.00142936,0.0037495,-7.79264e-05,0.00375068,-0.00143053,-1.55575,0.0209621,-1.78677,-29.6905
-1.52571,-30.3834,0.00105893,0.692725,989,1721,0.0243182,-15.8912,-0.00148871,0.00379532,6.61122e-06,0.00379533,-0.00148872,1.56955,0.0257531,-1.52465,-29.6906
-1.26416,-30.3834,-0.000516161,0.694598,995,1721,-0.0118324,-15.9342,-0.00152118,0.00383464,0.000101586,0.00383656,-0.0015231,1.55184,0.0222268,-1.26467,-29.6888
-1.00261,-30.3834,-0.00390579,0.697424,1001,1721,-0.0896102,-15.9991,-0.00150583,0.00387509,0.000186233,0.00388153,-0.00151226,1.53624,0.0177013,-1.00651,-29.6859
-0.741058,-30.3834,-0.00428626,0.698674,1007,1721,-0.0983326,-16.0277,-0.0014448,0.00392292,0.000241989,0.00393381,-0.00145569,1.52584,0.0127556,-0.745344,-29.6847
-0.479508,-30.3834,-0.00462682,0.698376,1013,1721,-0.106147,-16.0209,-0.00138806,0.00397053,0.000257568,0.00398288,-0.00140041,1.52288,0.00831395,-0.484135,-29.685
-0.217958,-30.3834,-0.00535583,0.697232,1019,1721,-0.122888,-15.9947,-0.00137689,0.00400914,0.00024491,0.00402026,-0.001388,1.52545,0.00750689,-0.223314,-29.6861
0.0435916,-30.3834,-0.00552345,0.696876,1025,1721,-0.126713,-15.9865,-0.00137951,0.00403541,0.000205794,0.00404322,-0.00138732,1.53286,0.00762369,0.0380682,-29.6865
0.305141,-30.3834,-0.00520418,0.696908,1031,1721,-0.119398,-15.9872,-0.00137822,0.00405734,0.000113813,0.00405972,-0.00138061,1.54987,0.00778592,0.299937,-29.6865
0.566691,-30.3834,-0.00507115,0.697237,1037,1721,-0.116293,-15.9948,-0.00135938,0.00406999,-4.62537e-05,0.00407039,-0.00135977,-1.56228,0.00806213,0.56162,-29.6861
0.828241,-30.3834,-0.00536381,0.697376,1043,1721,-0.123103,-15.9979,-0.00136456,0.00407718,-0.000242307,0.00408794,-0.00137533,-1.52639,0.00777525,0.822877,-29.686
1.08979,-30.3834,-0.00566713,0.697445,1049,1721,-0.130059,-15.9995,-0.00144204,0.00407931,-0.000420438,0.00411115,-0.00147387,-1.49523,0.00796827,1.08412,-29.6859
1.35134,-30.3834,-0.00569373,0.697408,1055,1721,-0.130653,-15.9986,-0.00153959,0.00408125,-0.000560982,0.00413669,-0.00159503,-1.47229,0.00886871,1.34565,-29.686
1.61289,-30.3834,-0.00619393,0.696929,1061,1721,-0.142076,-15.9877,-0.00160948,0.00408091,-0.000668588,0.00415841,-0.00168698,-1.4554,0.00930825,1.6067,-29.6864
1.87444,-30.3834,-0.0070134,0.696381,1067,1721,-0.160931,-15.9751,-0.00165749,0.00407729,-0.000764717,0.00417751,-0.00175771,-1.44048,0.00904159,1.86743,-29.687
2.13599,-30.3834,-0.00773709,0.695689,1073,1721,-0.17755,-15.9592,-0.0017066,0.00407696,-0.000862225,0.00420277,-0.0018324,-1.42591,0.00842729,2.12825,-29.6877
2.39754,-30.3834,-0.00815215,0.694891,1079,1721,-0.186986,-15.9409,-0.00173352,0.00407906,-0.000952761,0.00423124,-0.0018857,-1.4124,0.00787143,2.38939,-29.6885
2.65909,-30.3834,-0.00863106,0.694061,1085,1721,-0.198006,-15.9219,-0.0017314,0.00408741,-0.00101661,0.00425991,-0.0019039,-1.40272,0.008676,2.65046,-29.6893
2.92064,-30.3834,-0.0093175,0.693374,1091,1721,-0.213725,-15.9061,-0.00171049,0.00409572,-0.00103874,0.00427595,-0.00189073,-1.39899,0.00920482,2.91132,-29.69
3.18219,-30.3834,-0.00968467,0.693119,1097,1721,-0.222212,-15.9003,-0.00167423,0.00410039,-0.00102712,0.00427764,-0.00185148,-1.39991,0.00852525,3.17251,-29.6903
3.44374,-30.3834,-0.00990816,0.69356,1103,1721,-0.227255,-15.9104,-0.0016311,0.00409851,-0.000983881,0.00426275,-0.00179535,-1.40539,0.00822716,3.43383,-29.6898
3.70529,-30.3834,-0.00989219,0.69372,1109,1721,-0.226906,-15.914,-0.00157663,0.00408924,-0.000913691,0.00423294,-0.00172033,-1.4148,0.00842596,3.6954,-29.6897
3.96684,-30.3834,-0.0102434,0.693246,1115,1721,-0.234973,-15.9032,-0.00153718,0.00406727,-0.000830047,0.00418762,-0.00165753,-1.42681,0.00810212,3.9566,-29.6901
4.22839,-30.3834,-0.0110097,0.692874,1121,1721,-0.252524,-15.8947,-0.00151466,0.00402612,-0.000742371,0.00412386,-0.0016124,-1.43989,0.00739193,4.21738,-29.6905
4.48994,-30.3834,-0.0111799,0.692576,1127,1721,-0.256426,-15.8879,-0.00145373,0.00397305,-0.000633192,0.00404595,-0.00152663,-1.45617,0.00737413,4.47876,-29.6908
4.75149,-30.3834,-0.0112065,0.692592,1133,1721,-0.257072,-15.8882,-0.00136575,0.00391623,-0.000498598,0.00396288,-0.0014124,-1.4775,0.00819101,4.74028,-29.6908
5.01304,-30.3834,-0.0112598,0.692315,1139,1721,-0.258271,-15.8818,-0.00132394,0.00385376,-0.00037037,0.00388012,-0.0013503,-1.49975,0.00896983,5.00178,-29.6911
5.27459,-30.3834,-0.0119036,0.691506,1145,1721,-0.273122,-15.8633,-0.00134745,0.00378565,-0.000260414,0.00379883,-0.00136062,-1.52024,0.00944972,5.26268,-29.6919
5.53614,-30.3834,-0.0128029,0.691219,1151,1721,-0.293691,-15.8567,-0.00138643,0.0037221,-0.000164971,0.00372742,-0.00139175,-1.53855,0.0094762,5.52334,-29.6922
5.79769,-30.3834,-0.0131328,0.691496,1157,1721,-0.301227,-15.863,-0.00135363,0.00367923,-8.89791e-05,0.0036808,-0.0013552,-1.55312,0.00947874,5.78455,-29.6919
6.05924,-30.3834,-0.0137714,0.691517,1163,1721,-0.315906,-15.8636,-0.00124943,0.00365744,-2.57632e-05,0.00365757,-0.00124957,-1.56555,0.0094171,6.04547,-29.6919
6.32079,-30.3834,-0.0142769,0.691624,1169,1721,-0.327573,-15.866,-0.00116441,0.0036515,2.31135e-05,0.00365161,-0.00116453,1.566,0.00936831,6.30651,-29.6917
6.58234,-30.3834,-0.0140374,0.691959,1175,1721,-0.321981,-15.8737,-0.00113068,0.00366021,4.43143e-05,0.00366062,-0.00113109,1.56155,0.0103337,6.5683,-29.6914
6.84389,-30.3834,-0.0141705,0.692294,1181,1721,-0.325072,-15.8813,-0.00115114,0.0036903,2.5873e-05,0.00369044,-0.00115128,1.56545,0.0119181,6.82972,-29.6911
7.10544,-30.3834,-0.0153731,0.692118,1187,1721,-0.352622,-15.8774,-0.00118481,0.00374012,-2.21761e-05,0.00374022,-0.00118491,-1.56629,0.0137071,7.09006,-29.6913
7.36699,-30.3834,-0.0165863,0.692129,1193,1721,-0.380494,-15.8776,-0.00117789,0.00381175,-6.79583e-05,0.00381267,-0.00117882,-1.55718,0.0151745,7.3504,-29.6912
7.62854,-30.3834,-0.0172887,0.690836,1199,1721,-0.396662,-15.8479,-0.0011545,0.00390132,-0.000108216,0.00390363,-0.00115682,-1.54941,0.0149442,7.61125,-29.6925
7.89009,-30.3834,-0.0162617,0.687116,1205,1721,-0.373102,-15.7625,-0.00113712,0.0040016,-0.000146234,0.00400576,-0.00114128,-1.54237,0.0172747,7.87383,-29.6963
8.15164,-30.3834,-0.0143514,0.687531,1211,1721,-0.329228,-15.7721,-0.0011444,0.00410896,-0.000165936,0.0041142,-0.00114963,-1.53925,0.0218311,8.13729,-29.6958
8.41319,-30.3834,-0.0146494,0.68925,1217,1721,-0.33604,-15.8115,-0.00119906,0.00421836,-0.000170338,0.00422371,-0.00120441,-1.5394,0.0242913,8.39854,-29.6941
8.67474,-30.3834,-0.0156072,0.691171,1223,1721,-0.358026,-15.8556,-0.00125803,0.00432674,-0.000168981,0.00433185,-0.00126314,-1.54058,0.0217294,8.65913,-29.6922
8.93629,-30.3834,-0.0179486,0.690719,1229,1721,-0.411693,-15.8452,-0.00128074,0.00443982,-0.000148142,0.00444366,-0.00128457,-1.54492,0.0148689,8.91834,-29.6927
9.19784,-30.3834,-0.0185073,0.689516,1235,1721,-0.424539,-15.8176,-0.00129029,0.00456189,-0.000103203,0.00456371,-0.00129211,-1.55317,0.0114093,9.17933,-29.6939
9.45939,-30.3834,-0.0178794,0.69098,1241,1721,-0.410203,-15.8512,-0.00136696,0.00468174,-4.97107e-05,0.00468215,-0.00136737,-1.56258,0.0111346,9.44151,-29.6924
9.72094,-30.3834,-0.0177197,0.692219,1247,1721,-0.406439,-15.8796,-0.00152454,0.00479652,2.6705e-06,0.00479653,-0.00152454,1.57037,0.0118722,9.70322,-29.6912
9.98249,-30.3834,-0.0182146,0.692092,1253,1721,-0.417888,-15.8767,-0.00167674,0.00491363,2.94795e-05,0.00491376,-0.00167687,1.56632,0.0118367,9.96427,-29.6913
10.244,-30.3834,-0.019082,0.691485,1259,1721,-0.437727,-15.8628,-0.00178065,0.00502927,4.25548e-05,0.00502954,-0.00178092,1.56455,0.0113971,10.225,-29.6919
10.5056,-30.3834,-0.0193853,0.690767,1265,1721,-0.444691,-15.8463,-0.00191634,0.00512814,7.19931e-05,0.00512888,-0.00191707,1.56058,0.0110314,10.4862,-29.6926
10.7671,-30.3834,-0.0194864,0.690469,1271,1721,-0.446964,-15.8395,-0.00226013,0.00521305,9.88271e-05,0.00521435,-0.00226143,1.55758,0.0110564,10.7476,-29.6929
-17.7418,-30.6449,0.0089051,0.702718,617,1727,0.204261,-16.1205,0.000773579,0.00238354,0.000230009,0.00241575,0.000741363,1.43164,0.00822241,-17.7329,-29.9422
-17.4802,-30.6449,0.00915254,0.702356,623,1727,0.209938,-16.1122,0.000577726,0.00252875,0.000284961,0.00256952,0.000536957,1.42869,0.00826351,-17.4711,-29.9426
-17.2187,-30.6449,0.00919245,0.701851,629,1727,0.210894,-16.1006,0.000368228,0.00263317,0.000272796,0.00266556,0.000335835,1.45261,0.00885676,-17.2095,-29.9431
-16.9571,-30.6449,0.0089929,0.701329,635,1727,0.206277,-16.0887,0.000152121,0.00269688,0.000212543,0.00271451,0.000134491,1.48804,0.00931745,-16.9482,-29.9436
-16.6956,-30.6449,0.00903547,0.700835,641,1727,0.207278,-16.0773,-4.33654e-05,0.00272757,0.000127664,0.00273344,-4.92348e-05,1.52485,0.00906368,-16.6866,-29.9441
-16.434,-30.6449,0.0089663,0.700888,647,1727,0.205694,-16.0785,-0.000219297,0.00273744,3.41623e-05,0.00273784,-0.000219692,1.55924,0.00875339,-16.4251,-29.944
-16.1725,-30.6449,0.00897694,0.701021,653,1727,0.205958,-16.0815,-0.000376792,0.00273641,-5.27373e-05,0.0027373,-0.000377685,-1.55386,0.00820988,-16.1635,-29.9439
-15.9109,-30.6449,0.00891043,0.701292,659,1727,0.204417,-16.0878,-0.000476914,0.00273101,-0.000115374,0.00273515,-0.000481058,-1.53489,0.00751439,-15.902,-29.9436
-15.6494,-30.6449,0.00957292,0.701633,665,1727,0.219616,-16.0956,-0.000525569,0.00271896,-0.000160822,0.00272691,-0.000533521,-1.52139,0.00794963,-15.6398,-29.9433
-15.3878,-30.6449,0.0095942,0.701212,671,1727,0.22012,-16.0859,-0.000562644,0.00270833,-0.00019756,0.00272022,-0.000574533,-1.51069,0.00818321,-15.3783,-29.9437
-15.1263,-30.6449,0.0090408,0.699967,677,1727,0.20738,-16.0574,-0.00058458,0.00269447,-0.000231271,0.00271071,-0.000600811,-1.50073,0.00869344,-15.1173,-29.945
-14.8647,-30.6449,0.00941328,0.69944,683,1727,0.215926,-16.0453,-0.000604167,0.00267474,-0.000255009,0.00269445,-0.000623881,-1.49364,0.00928404,-14.8553,-29.9455
-14.6032,-30.6449,0.00899823,0.699196,689,1727,0.206445,-16.0396,-0.000608798,0.00266184,-0.000256612,0.00268185,-0.000628809,-1.49297,0.00946116,-14.5942,-29.9457
-14.3417,-30.6449,0.00814417,0.698924,695,1727,0.18683,-16.0335,-0.000602203,0.00266145,-0.000238318,0.00267876,-0.000619514,-1.49829,0.00956213,-14.3335,-29.946
-14.0801,-30.6449,0.00781159,0.69893,701,1727,0.179229,-16.0336,-0.000593041,0.00266811,-0.000218059,0.00268262,-0.000607558,-1.50433,0.00924093,-14.0723,-29.946
-13.8186,-30.6449,0.00823463,0.699201,707,1727,0.188933,-16.0398,-0.000601903,0.0026745,-0.000206837,0.00268751,-0.000614909,-1.508,0.00895146,-13.8103,-29.9457
-13.557,-30.6449,0.00885987,0.699754,713,1727,0.203267,-16.0525,-0.000645873,0.00268615,-0.000192405,0.00269722,-0.000656947,-1.51331,0.00811311,-13.5481,-29.9452
-13.2955,-30.6449,0.00857519,0.700122,719,1727,0.196725,-16.0609,-0.000707999,0.00270733,-0.000174168,0.00271619,-0.000716858,-1.51998,0.00788894,-13.2869,-29.9448
-13.0339,-30.6449,0.0076759,0.700255,725,1727,0.17611,-16.0639,-0.000794145,0.00273466,-0.000155708,0.00274152,-0.000801002,-1.52679,0.00803905,-13.0262,-29.9447
-12.7724,-30.6449,0.007189,0.700015,731,1727,0.164899,-16.0584,-0.000880622,0.00276371,-0.000136156,0.00276878,-0.000885702,-1.5335,0.00833592,-12.7652,-29.9449
-12.5108,-30.6449,0.00716506,0.699398,737,1727,0.164339,-16.0443,-0.000927576,0.0027973,-0.000122583,0.00280133,-0.000931606,-1.53793,0.00809325,-12.5036,-29.9455
-12.2493,-30.6449,0.00687239,0.698967,743,1727,0.157657,-16.0345,-0.000936576,0.00282902,-0.000116536,0.00283262,-0.000940179,-1.53989,0.00771271,-12.2424,-29.946
-11.9877,-30.6449,0.006601,0.698898,749,1727,0.15145,-16.0329,-0.000933527,0.00286288,-0.000113764,0.00286629,-0.000936933,-1.54087,0.00744363,-11.9811,-29.946
-11.7262,-30.6449,0.00609815,0.698988,755,1727,0.139866,-16.0349,-0.000911288,0.00289894,-9.80154e-05,0.00290146,-0.000913808,-1.54509,0.00745411,-11.7201,-29.9459
-11.4646,-30.6449,0.00570704,0.698999,761,1727,0.130933,-16.0352,-0.000829532,0.00294099,-5.7745e-05,0.00294188,-0.000830416,-1.55549,0.00761919,-11.4589,-29.9459
