 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
-0.212519,-0.21628,0.00572434,-0.0230992,-0.000911237,-0.000588834,-0.000222093,-0.000475606,-0.00102446,-1.09932,0.00881741,487,1139,3.04372,12.2822,-0.206795,-0.239379
-0.193712,-0.21628,0.0057143,-0.0230728,-0.00119804,-0.000530578,-0.000244446,-0.00045063,-0.00127799,-1.25471,0.00884919,497,1139,3.0384,12.2682,-0.187998,-0.239353
-0.174905,-0.21628,0.00568462,-0.0230227,-0.0015158,-0.000488322,-0.00029074,-0.000411758,-0.00159236,-1.3133,0.00866916,507,1139,3.02261,12.2416,-0.16922,-0.239303
-0.156098,-0.21628,0.0056134,-0.0229981,-0.00180802,-0.000469176,-0.000339935,-0.000387811,-0.00188939,-1.33586,0.00823155,517,1139,2.98476,12.2285,-0.150485,-0.239278
-0.137291,-0.21628,0.00556335,-0.0230149,-0.00201253,-0.00047975,-0.000365329,-0.000397129,-0.00209515,-1.34838,0.00811615,527,1139,2.95811,12.2374,-0.131728,-0.239295
-0.118484,-0.21628,0.00552019,-0.0230131,-0.00209025,-0.000519211,-0.00036506,-0.000438526,-0.00217093,-1.35328,0.00815017,537,1139,2.93518,12.2365,-0.112964,-0.239293
-0.099677,-0.21628,0.00547829,-0.022994,-0.00203125,-0.000587656,-0.000347941,-0.000508171,-0.00211073,-1.3462,0.00808058,547,1139,2.91292,12.2264,-0.0941987,-0.239274
-0.08087,-0.21628,0.0054287,-0.0229536,-0.0018321,-0.000680653,-0.000317523,-0.000598898,-0.00191385,-1.31879,0.00818362,557,1139,2.88655,12.2049,-0.0754413,-0.239234
-0.062063,-0.21628,0.00536855,-0.0229424,-0.0015225,-0.000791122,-0.000280361,-0.000696018,-0.0016176,-1.24376,0.00839395,567,1139,2.85455,12.1989,-0.0566945,-0.239223
-0.0432561,-0.21628,0.00532757,-0.0229288,-0.00113945,-0.000911084,-0.000242253,-0.000757454,-0.00129308,-1.00563,0.00837201,577,1139,2.83276,12.1917,-0.0379285,-0.239209
-0.0244491,-0.21628,0.00529486,-0.0229394,-0.000720116,-0.00103335,-0.000206022,-0.000617939,-0.00113552,-0.460404,0.00829122,587,1139,2.81536,12.1973,-0.0191542,-0.23922
-0.00564209,-0.21628,0.00528108,-0.0229343,-0.000322072,-0.00115197,-0.000169469,-0.0002888,-0.00118524,-0.193867,0.00810565,597,1139,2.80807,12.1946,-0.00036101,-0.239215
0.0131649,-0.21628,0.00529417,-0.0228868,1.48905e-05,-0.00126213,-0.000127173,2.74319e-05,-0.00127467,-0.0982992,0.00783118,607,1139,2.81499,12.1693,0.0184591,-0.239167
0.0319719,-0.21628,0.00531449,-0.022851,0.000268175,-0.00135738,-7.75661e-05,0.000271868,-0.00136108,-0.0475725,0.00769885,617,1139,2.82583,12.1503,0.0372864,-0.239131
0.0507788,-0.21628,0.00534273,-0.0228267,0.000418601,-0.00143323,-2.04396e-05,0.000418827,-0.00143346,-0.0110357,0.00784065,627,1139,2.8408,12.1373,0.0561216,-0.239107
0.0695858,-0.21628,0.00539645,-0.0228028,0.000459996,-0.00148586,3.85581e-05,0.00046076,-0.00148662,0.0198052,0.00791462,637,1139,2.8694,12.1246,0.0749823,-0.239083
0.0883928,-0.21628,0.00542124,-0.0228108,0.000394372,-0.00151778,0.000100617,0.000399652,-0.00152306,0.0524267,0.00790585,647,1139,2.88257,12.1289,0.0938141,-0.239091
0.1072,-0.21628,0.00542836,-0.0228044,0.000267103,-0.00153123,0.000157735,0.000280833,-0.00154496,0.0868284,0.00771986,657,1139,2.88638,12.1255,0.112628,-0.239085
0.126007,-0.21628,0.00541688,-0.0228131,0.000131026,-0.0015338,0.000182517,0.0001508,-0.00155357,0.107923,0.0074739,667,1139,2.88022,12.1301,0.131424,-0.239093
0.144814,-0.21628,0.00540471,-0.0228218,4.19664e-05,-0.00152549,0.000158779,5.78886e-05,-0.00154141,0.0999446,0.00724679,677,1139,2.87378,12.1348,0.150218,-0.239102
0.163621,-0.21628,0.00539381,-0.0227936,5.92964e-05,-0.00150702,9.29392e-05,6.47918e-05,-0.00151251,0.0590601,0.00712755,687,1139,2.86798,12.1197,0.169015,-0.239074
0.182428,-0.21628,0.00537223,-0.0227426,0.000206646,-0.00147759,-2.49205e-07,0.000206646,-0.00147759,-0.000147963,0.00705139,697,1139,2.8565,12.0927,0.1878,-0.239023
0.201235,-0.21628,0.00534537,-0.02268,0.000478906,-0.00143833,-0.000101369,0.00048425,-0.00144367,-0.0526768,0.0070968,707,1139,2.84223,12.0593,0.20658,-0.23896
0.220042,-0.21628,0.00532551,-0.0226244,0.000846079,-0.00138383,-0.000201425,0.000864127,-0.00140188,-0.089365,0.00722901,717,1139,2.83166,12.0298,0.225367,-0.238905
0.238849,-0.21628,0.0052921,-0.0225886,0.00124553,-0.00130789,-0.00030388,0.0012812,-0.00134355,-0.116835,0.00741447,727,1139,2.81392,12.0107,0.244141,-0.238869
0.257656,-0.21628,0.00531426,-0.0225838,0.00159337,-0.00120457,-0.000405017,0.00165082,-0.00126202,-0.140903,0.00765779,737,1139,2.82568,12.0081,0.26297,-0.238864
0.276463,-0.21628,0.00535352,-0.0226219,0.00182922,-0.00106837,-0.000493017,0.00191081,-0.00114996,-0.164001,0.00786348,747,1139,2.84657,12.0285,0.281816,-0.238902
0.29527,-0.21628,0.00546348,-0.0226586,0.00192911,-0.000898897,-0.000558526,0.00203542,-0.00100521,-0.188092,0.00814846,757,1139,2.90502,12.048,0.300733,-0.238939
0.314077,-0.21628,0.00557494,-0.0227442,0.00189644,-0.000709246,-0.000588102,0.00202303,-0.00083583,-0.212008,0.00823115,767,1139,2.96428,12.0935,0.319652,-0.239025
0.332884,-0.21628,0.00568721,-0.0227415,0.00175789,-0.000506318,-0.000571716,0.00189406,-0.000642488,-0.233821,0.00809935,777,1139,3.02399,12.092,0.338571,-0.239022
0.351691,-0.21628,0.00578581,-0.0226937,0.00154105,-0.000307062,-0.000504458,0.00166978,-0.000435792,-0.249852,0.00805096,787,1139,3.07644,12.0666,0.357476,-0.238974
0.370498,-0.21628,0.00583035,-0.0226148,0.00126093,-0.000126068,-0.00038677,0.00136149,-0.000226629,-0.254371,0.00800176,797,1139,3.1001,12.0247,0.376328,-0.238895
0.389304,-0.21628,0.00581944,-0.0225199,0.000951725,2.94015e-05,-0.000235681,0.00100846,-2.73322e-05,-0.236228,0.00796585,807,1139,3.09433,11.9743,0.395124,-0.2388
0.408111,-0.21628,0.00575332,-0.0224357,0.000654596,0.000157173,-7.75928e-05,0.000666419,0.00014535,-0.151205,0.00786167,817,1139,3.05916,11.9294,0.413865,-0.238716
0.426918,-0.21628,0.00567309,-0.0223744,0.000374343,0.000240719,7.04975e-05,0.000404658,0.000210404,0.406117,0.007934,827,1139,3.01649,11.8969,0.432592,-0.238655
0.445725,-0.21628,0.00563234,-0.0223505,0.000142703,0.000270778,0.000185485,0.000402969,1.05123e-05,0.951613,0.00817573,837,1139,2.99482,11.8841,0.451358,-0.238631
0.464532,-0.21628,0.00563004,-0.0223236,4.27727e-07,0.000244483,0.000250025,0.000400669,-0.000155759,1.01242,0.00824533,847,1139,2.99357,11.8699,0.470162,-0.238604
0.483339,-0.21628,0.00566609,-0.0223138,-6.28545e-05,0.000167527,0.000251813,0.000329245,-0.000224572,0.999913,0.00823152,857,1139,3.01274,11.8647,0.489005,-0.238594
0.502146,-0.21628,0.00570442,-0.0222892,-6.48598e-05,5.5206e-05,0.000194398,0.000198629,-0.000208283,0.93516,0.00804788,867,1139,3.03312,11.8516,0.507851,-0.238569
0.520953,-0.21628,0.00574253,-0.0222125,-2.91856e-05,-7.29218e-05,0.000104643,5.58495e-05,-0.000157957,0.682391,0.00782352,877,1139,3.05341,11.8108,0.526696,-0.238493
0.53976,-0.21628,0.0057632,-0.0221333,2.43512e-05,-0.000202041,1.66419e-06,2.43634e-05,-0.000202053,0.00735039,0.00770376,887,1139,3.06441,11.7687,0.545524,-0.238414
0.558567,-0.21628,0.00576331,-0.0220982,6.8762e-05,-0.000316252,-0.00010714,9.65683e-05,-0.000344058,-0.25393,0.00747398,897,1139,3.06446,11.75,0.564331,-0.238378
0.577374,-0.21628,0.00573347,-0.0220975,7.47911e-05,-0.000409179,-0.000213984,0.000155832,-0.00049022,-0.362032,0.00741672,907,1139,3.04856,11.7497,0.583108,-0.238378
0.596181,-0.21628,0.00570741,-0.0221168,4.97799e-05,-0.000472367,-0.000305449,0.000190526,-0.000613112,-0.431785,0.0074167,917,1139,3.03471,11.7598,0.601889,-0.238397
0.614988,-0.21628,0.00568434,-0.0221308,1.08476e-05,-0.000507003,-0.000377119,0.000209373,-0.000705528,-0.484564,0.00750231,927,1139,3.02243,11.7673,0.620673,-0.238411
0.633795,-0.21628,0.00567171,-0.0221558,-1.11436e-05,-0.000505004,-0.000426483,0.000234737,-0.000750885,-0.522984,0.00770831,937,1139,3.01573,11.7806,0.639467,-0.238436
0.652602,-0.21628,0.00566792,-0.0221774,1.64174e-05,-0.000470173,-0.000457081,0.000290921,-0.000744676,-0.54083,0.00784395,947,1139,3.01375,11.7921,0.65827,-0.238458
0.671409,-0.21628,0.00566436,-0.0221896,7.52564e-05,-0.000414827,-0.000461169,0.000352443,-0.000692013,-0.541192,0.00789394,957,1139,3.01187,11.7986,0.677074,-0.23847
0.690216,-0.21628,0.00565862,-0.0221623,0.000149718,-0.000348251,-0.000421873,0.000390602,-0.000589135,-0.518811,0.00785591,967,1139,3.00879,11.784,0.695875,-0.238443
0.709023,-0.21628,0.00565082,-0.0221368,0.000243712,-0.000274062,-0.000352534,0.000422207,-0.000452556,-0.46869,0.00775829,977,1139,3.00463,11.7706,0.714674,-0.238417
0.72783,-0.21628,0.00564956,-0.0220973,0.000337835,-0.000200428,-0.000273286,0.000452262,-0.000314855,-0.396528,0.00774745,987,1139,3.00395,11.7496,0.73348,-0.238378
0.746637,-0.21628,0.00565564,-0.0220645,0.000422266,-0.000133622,-0.000193724,0.000483117,-0.000194473,-0.304352,0.00790926,997,1139,3.00719,11.7321,0.752293,-0.238345
0.765444,-0.21628,0.00567894,-0.0220378,0.000503761,-8.04347e-05,-0.000117521,0.000526516,-0.00010319,-0.191258,0.00809926,1007,1139,3.01962,11.7179,0.771123,-0.238318
0.784251,-0.21628,0.00571797,-0.022033,0.000586726,-5.48162e-05,-5.19292e-05,0.000590902,-5.89924e-05,-0.0802481,0.00846025,1017,1139,3.04034,11.7154,0.789969,-0.238313
0.803058,-0.21628,0.00573117,-0.0220525,0.000683739,-6.08771e-05,2.1631e-06,0.000683746,-6.08834e-05,0.00290495,0.00868448,1027,1139,3.04741,11.7257,0.808789,-0.238333
0.821865,-0.21628,0.00573944,-0.0220323,0.000796449,-9.67773e-05,4.91281e-05,0.000799143,-9.94712e-05,0.0547805,0.00868673,1037,1139,3.05172,11.715,0.827604,-0.238313
0.840672,-0.21628,0.00572336,-0.021971,0.000889046,-0.000155168,8.69573e-05,0.000896238,-0.00016236,0.0825178,0.00861022,1047,1139,3.04316,11.6823,0.846395,-0.238251
0.859479,-0.21628,0.00572336,-0.0218858,0.00093405,-0.00022238,0.000113201,0.000945027,-0.000233356,0.0966659,0.00856727,1057,1139,3.04326,11.6371,0.865202,-0.238166
0.878286,-0.21628,0.00575229,-0.0218252,0.000933936,-0.000291132,0.000125291,0.000946618,-0.000303814,0.100882,0.00853343,1067,1139,3.05862,11.6048,0.884038,-0.238106
0.897093,-0.21628,0.00580372,-0.0217763,0.000959128,-0.00038308,0.000141721,0.000973929,-0.000397881,0.104059,0.00860223,1077,1139,3.08596,11.5789,0.902897,-0.238057
0.9159,-0.21628,0.00583632,-0.0217451,0.000926509,-0.000485775,0.000138855,0.000940032,-0.000499298,0.0970807,0.00875002,1087,1139,3.10326,11.5622,0.921736,-0.238025
0.934707,-0.21628,0.00586938,-0.0217233,0.000812215,-0.000583754,0.00010659,0.000820307,-0.000591846,0.07577,0.00900445,1097,1139,3.12087,11.5507,0.940576,-0.238004
0.953514,-0.21628,0.00590886,-0.0216739,0.000571071,-0.000657733,3.74999e-05,0.000572214,-0.000658877,0.0304796,0.00935521,1107,1139,3.14185,11.5244,0.959423,-0.237954
0.972321,-0.21628,0.00592034,-0.0216133,0.000140212,-0.000687122,-6.09069e-05,0.000144672,-0.000691582,-0.0730931,0.00956512,1117,1139,3.14801,11.4922,0.978241,-0.237894
0.991128,-0.21628,0.00589899,-0.0215695,-0.00055178,-0.000652314,-0.0001626,-0.000431854,-0.00077224,-0.635487,0.00987818,1127,1139,3.13655,11.4689,0.997027,-0.23785
1.00993,-0.21628,0.00585147,-0.0215174,-0.00154535,-0.000541654,-0.000270536,-0.000473378,-0.00161362,-1.32359,0.0103465,1137,1139,3.11137,11.4411,1.01579,-0.237798
-1.04003,-0.235087,0.00520438,-0.0239833,-0.00122482,-0.00224644,-4.0142e-05,-0.00122325,-0.00224802,-0.0392119,0.0201121,47,1149,2.76726,12.7523,-1.03482,-0.259071
-1.02122,-0.235087,0.00525556,-0.0240264,-0.00120326,-0.00232011,-0.000286045,-0.00113426,-0.00238911,-0.236694,0.0262642,57,1149,2.79447,12.7752,-1.01596,-0.259114
-1.00241,-0.235087,0.00524711,-0.0241134,-0.000749312,-0.00223532,-0.000330838,-0.000678984,-0.00230565,-0.209457,0.0312348,67,1149,2.78998,12.8215,-0.997165,-0.259201
-0.983605,-0.235087,0.00515265,-0.0241773,-7.9114e-05,-0.00205434,-0.000310093,-3.15763e-05,-0.00210188,-0.152117,0.03394,77,1149,2.73975,12.8554,-0.978452,-0.259264
-0.964798,-0.235087,0.00504584,-0.0243063,0.000663487,-0.00183049,-0.000244007,0.000687136,-0.00185414,-0.0966176,0.033398,87,1149,2.68296,12.924,-0.959752,-0.259394
-0.945991,-0.235087,0.00503287,-0.0243233,0.00135495,-0.00160607,-0.000144638,0.00136199,-0.00161312,-0.0486929,0.0289922,97,1149,2.67606,12.9331,-0.940958,-0.259411
-0.927184,-0.235087,0.0050331,-0.0243194,0.00188387,-0.00140768,-2.45272e-05,0.00188406,-0.00140787,-0.00745099,0.0231282,107,1149,2.67618,12.9311,-0.922151,-0.259407
-0.908377,-0.235087,0.00520323,-0.0242431,0.00218929,-0.00125106,9.44186e-05,0.00219188,-0.00125365,0.027417,0.0140441,117,1149,2.76665,12.8905,-0.903174,-0.25933
-0.88957,-0.235087,0.0052837,-0.0239302,0.00224838,-0.00114575,0.000180987,0.00225801,-0.00115538,0.0531226,0.00744313,127,1149,2.80944,12.7241,-0.884286,-0.259017
-0.870763,-0.235087,0.00541148,-0.0238758,0.002091,-0.00106139,0.00025131,0.00211091,-0.0010813,0.0790552,0.00729156,137,1149,2.87738,12.6951,-0.865352,-0.258963
-0.851956,-0.235087,0.0055257,-0.023804,0.00174549,-0.0010005,0.000293119,0.00177643,-0.00103144,0.105165,0.00716178,147,1149,2.93811,12.6569,-0.84643,-0.258891
-0.833149,-0.235087,0.00559991,-0.0237934,0.00122169,-0.000962079,0.000318315,0.00126714,-0.00100753,0.141833,0.00712176,157,1149,2.97757,12.6514,-0.827549,-0.258881
-0.814342,-0.235087,0.00565719,-0.0237484,0.000512545,-0.000942587,0.00033399,0.000585542,-0.00101558,0.215177,0.00714337,167,1149,3.00803,12.6274,-0.808685,-0.258836
-0.795535,-0.235087,0.00565601,-0.0236926,-0.000313191,-0.000946873,0.000323832,-0.000176981,-0.00108308,0.398154,0.00706942,177,1149,3.00741,12.5978,-0.789879,-0.25878
-0.776728,-0.235087,0.00560596,-0.0236031,-0.00119094,-0.00096076,0.000299149,-0.000755327,-0.00139638,0.969035,0.00733046,187,1149,2.98079,12.5502,-0.771122,-0.25869
-0.757921,-0.235087,0.00554754,-0.0234998,-0.00199989,-0.000986261,0.000212421,-0.000943545,-0.00204261,1.37235,0.00747282,197,1149,2.94972,12.4952,-0.752374,-0.258587
-0.739114,-0.235087,0.00544032,-0.0234254,-0.00262449,-0.000979805,0.000105491,-0.000973066,-0.00263122,1.507,0.00745993,207,1149,2.89272,12.4557,-0.733674,-0.258513
-0.720307,-0.235087,0.0053332,-0.0233852,-0.00303039,-0.000945816,3.35624e-05,-0.000945276,-0.00303093,1.5547,0.00743503,217,1149,2.83576,12.4343,-0.714974,-0.258472
-0.7015,-0.235087,0.00522785,-0.0233526,-0.00316988,-0.000880981,-3.67908e-05,-0.000880389,-0.00317047,-1.55473,0.00732393,227,1149,2.77974,12.417,-0.696272,-0.25844
-0.682693,-0.235087,0.0051374,-0.0233216,-0.00301675,-0.000789231,-0.000102465,-0.000784528,-0.00302145,-1.52493,0.00712162,237,1149,2.73165,12.4005,-0.677556,-0.258409
-0.663886,-0.235087,0.00506844,-0.0233402,-0.00255303,-0.000676557,-0.000170278,-0.00066123,-0.00256836,-1.48103,0.00708147,247,1149,2.69498,12.4104,-0.658818,-0.258427
-0.645079,-0.235087,0.00500261,-0.0233501,-0.00181394,-0.000553726,-0.000233216,-0.000511952,-0.00185571,-1.39355,0.00721695,257,1149,2.65999,12.4156,-0.640077,-0.258437
-0.626272,-0.235087,0.00496742,-0.0233501,-0.000873762,-0.000431236,-0.000284261,-0.000292275,-0.00101272,-1.11611,0.00754623,267,1149,2.64128,12.4156,-0.621305,-0.258437
-0.607465,-0.235087,0.00495589,-0.0233083,0.000203021,-0.000317372,-0.000323436,0.00035793,-0.000472281,-0.446666,0.00771863,277,1149,2.63514,12.3934,-0.60251,-0.258396
-0.588658,-0.235087,0.00494108,-0.02327,0.001307,-0.000210738,-0.000339939,0.00137966,-0.000283398,-0.210575,0.00788256,287,1149,2.62726,12.373,-0.583717,-0.258357
-0.569852,-0.235087,0.00497029,-0.0232491,0.00232906,-0.00012043,-0.000338034,0.00237486,-0.000166223,-0.134649,0.00799017,297,1149,2.64279,12.362,-0.564881,-0.258336
-0.551045,-0.235087,0.00505042,-0.0232197,0.003187,-4.90166e-05,-0.000338223,0.00322197,-8.39892e-05,-0.103035,0.00807796,307,1149,2.6854,12.3463,-0.545994,-0.258307
-0.532238,-0.235087,0.00518185,-0.0232048,0.00379888,1.25807e-06,-0.000340721,0.00382921,-2.90691e-05,-0.0887749,0.00810595,317,1149,2.75529,12.3384,-0.527056,-0.258292
-0.513431,-0.235087,0.00533762,-0.0232146,0.0041271,3.16855e-05,-0.000340812,0.00415527,3.51761e-06,-0.082462,0.00808856,327,1149,2.8381,12.3437,-0.508093,-0.258302
-0.494624,-0.235087,0.00548713,-0.023241,0.00415959,3.57779e-05,-0.000336335,0.00418684,8.52649e-06,-0.0808471,0.00808124,337,1149,2.91759,12.3576,-0.489136,-0.258328
-0.475817,-0.235087,0.00564669,-0.0232603,0.00391461,1.04495e-05,-0.000325701,0.00394159,-1.65354e-05,-0.0826625,0.0080897,347,1149,3.00244,12.368,-0.47017,-0.258348
-0.45701,-0.235087,0.00578288,-0.0232677,0.00345532,-4.30298e-05,-0.000309538,0.0034825,-7.02068e-05,-0.0875745,0.00796581,357,1149,3.07485,12.3719,-0.451227,-0.258355
-0.438203,-0.235087,0.00584923,-0.023197,0.00284562,-0.000124538,-0.000286318,0.00287297,-0.000151887,-0.0952298,0.0078799,367,1149,3.11014,12.3342,-0.432353,-0.258284
-0.419396,-0.235087,0.00588177,-0.0231451,0.0021446,-0.000226593,-0.000264908,0.00217384,-0.000255828,-0.109914,0.00780134,377,1149,3.12743,12.3066,-0.413514,-0.258232
-0.400589,-0.235087,0.00586662,-0.0231451,0.00142635,-0.000340086,-0.000248666,0.00146069,-0.000374424,-0.137221,0.00766255,387,1149,3.11939,12.3066,-0.394722,-0.258232
-0.381782,-0.235087,0.00580946,-0.0231324,0.000765345,-0.000454546,-0.000232615,0.000808196,-0.000497397,-0.182171,0.00757716,397,1149,3.08899,12.2999,-0.375972,-0.25822
-0.362975,-0.235087,0.0057469,-0.0231416,0.000234034,-0.000559432,-0.000219121,0.000290524,-0.000615922,-0.252309,0.00746353,407,1149,3.05572,12.3048,-0.357228,-0.258229
-0.344168,-0.235087,0.0056705,-0.023123,-0.000138819,-0.000645746,-0.000209375,-6.35251e-05,-0.00072104,-0.345214,0.00763007,417,1149,3.01511,12.295,-0.338497,-0.25821
-0.325361,-0.235087,0.00563813,-0.023081,-0.000367946,-0.000711441,-0.000203193,-0.000273639,-0.000805748,-0.434535,0.00796664,427,1149,2.99788,12.2725,-0.319723,-0.258168
-0.306554,-0.235087,0.00563337,-0.0230509,-0.000474053,-0.000753526,-0.000207939,-0.00036326,-0.000864318,-0.489552,0.00833913,437,1149,2.99537,12.2566,-0.30092,-0.258138
-0.287747,-0.235087,0.00565661,-0.0230259,-0.000501882,-0.00077119,-0.000221996,-0.000376894,-0.000896178,-0.512783,0.00853561,447,1149,3.00772,12.2433,-0.28209,-0.258113
-0.26894,-0.235087,0.00567756,-0.0230213,-0.000509341,-0.00076825,-0.000228277,-0.000376367,-0.000901224,-0.527462,0.00857072,457,1149,3.01886,12.2408,-0.263262,-0.258109
-0.250133,-0.235087,0.00570959,-0.0230206,-0.000550142,-0.000747221,-0.000225202,-0.000402865,-0.000894498,-0.579168,0.00875917,467,1149,3.03589,12.2405,-0.244423,-0.258108
-0.231326,-0.235087,0.00572922,-0.0230223,-0.000668489,-0.000715599,-0.000219495,-0.000471288,-0.000912799,-0.731946,0.00881398,477,1149,3.04634,12.2413,-0.225597,-0.25811
-0.212519,-0.235087,0.00574592,-0.023002,-0.000879568,-0.000681,-0.000214659,-0.000543776,-0.00101679,-1.00201,0.00885205,487,1149,3.05519,12.2306,-0.206773,-0.258089
-0.193712,-0.235087,0.00573513,-0.0230041,-0.00116841,-0.000648075,-0.000227259,-0.000562795,-0.00125369,-1.2118,0.00884176,497,1149,3.04946,12.2316,-0.187977,-0.258091
-0.174905,-0.235087,0.00570775,-0.0229667,-0.0014949,-0.000628186,-0.000259951,-0.000556198,-0.00156688,-1.30064,0.00870734,507,1149,3.03491,12.2118,-0.169197,-0.258054
-0.156098,-0.235087,0.00565024,-0.0229483,-0.00180216,-0.000628059,-0.000293242,-0.000558894,-0.00187132,-1.33917,0.00828997,517,1149,3.00435,12.2021,-0.150448,-0.258036
-0.137291,-0.235087,0.00561007,-0.0229605,-0.00202363,-0.000652409,-0.000303006,-0.000588437,-0.00208761,-1.36273,0.00808867,527,1149,2.98296,12.2085,-0.131681,-0.258048
-0.118484,-0.235087,0.00556404,-0.0229568,-0.00211825,-0.000698318,-0.000287891,-0.000642169,-0.0021744,-1.37818,0.00803318,537,1149,2.95849,12.2065,-0.11292,-0.258044
-0.099677,-0.235087,0.00550859,-0.0229375,-0.00207576,-0.00076616,-0.000256939,-0.000717554,-0.00212437,-1.38383,0.00808152,547,1149,2.92904,12.1963,-0.0941684,-0.258025
-0.08087,-0.235087,0.005438,-0.0228914,-0.00188935,-0.000852886,-0.000215219,-0.000809973,-0.00193226,-1.37399,0.00829474,557,1149,2.8915,12.1717,-0.075432,-0.257979
-0.062063,-0.235087,0.00536901,-0.0228489,-0.00158815,-0.000953018,-0.000169591,-0.000910571,-0.0016306,-1.32555,0.00856534,567,1149,2.8548,12.1492,-0.056694,-0.257936
-0.0432561,-0.235087,0.00531334,-0.0228264,-0.00121014,-0.00106113,-0.00012599,-0.000989265,-0.00128201,-1.05242,0.00863204,577,1149,2.82517,12.1372,-0.0379427,-0.257914
-0.0244491,-0.235087,0.00528763,-0.0228551,-0.000791496,-0.00117161,-8.68808e-05,-0.00077258,-0.00119052,-0.214386,0.00861942,587,1149,2.81151,12.1525,-0.0191614,-0.257942
-0.00564209,-0.235087,0.00527041,-0.022856,-0.000388713,-0.00128012,-4.99914e-05,-0.000385919,-0.00128292,-0.0558478,0.00847804,597,1149,2.8024,12.1529,-0.000371686,-0.257943
0.0131649,-0.235087,0.00529899,-0.0227881,-4.21352e-05,-0.00138196,-1.10236e-05,-4.20446e-05,-0.00138205,-0.00822689,0.00816162,607,1149,2.81754,12.1168,0.0184639,-0.257875
0.0319719,-0.235087,0.00533044,-0.0227321,0.000222357,-0.00147118,3.12979e-05,0.000222935,-0.00147176,0.0184724,0.00790267,617,1149,2.83426,12.0871,0.0373023,-0.257819
0.0507788,-0.235087,0.0053736,-0.0226864,0.000384026,-0.0015424,7.69953e-05,0.000387099,-0.00154548,0.0398831,0.00787266,627,1149,2.85725,12.0628,0.0561525,-0.257774
0.0695858,-0.235087,0.00543065,-0.0226503,0.0004373,-0.00159067,0.000122122,0.000444628,-0.001598,0.0599301,0.00781644,637,1149,2.88755,12.0436,0.0750165,-0.257738
0.0883928,-0.235087,0.00546245,-0.0226418,0.000384188,-0.00161822,0.000169484,0.000398432,-0.00163246,0.0838454,0.0078006,647,1149,2.90448,12.039,0.0938553,-0.257729
0.1072,-0.235087,0.00546922,-0.0226432,0.000271909,-0.00162544,0.00021248,0.000295412,-0.00164895,0.11017,0.00765372,657,1149,2.90808,12.0398,0.112669,-0.25773
0.126007,-0.235087,0.00545992,-0.0226542,0.000152907,-0.00162061,0.000224598,0.000180908,-0.00164861,0.124031,0.00752271,667,1149,2.90315,12.0456,0.131467,-0.257741
0.144814,-0.235087,0.00544294,-0.0226687,8.07741e-05,-0.00160655,0.000188435,0.000101562,-0.00162734,0.109874,0.00747562,677,1149,2.89412,12.0533,0.150257,-0.257756
0.163621,-0.235087,0.00543329,-0.0226499,0.000115981,-0.00158433,0.00011092,0.000123186,-0.00159154,0.0648686,0.00750757,687,1149,2.88896,12.0433,0.169054,-0.257737
0.182428,-0.235087,0.00540609,-0.0226168,0.000281069,-0.0015552,7.39521e-06,0.000281099,-0.00155523,0.00402721,0.00754342,697,1149,2.8745,12.0258,0.187834,-0.257704
0.201235,-0.235087,0.00536809,-0.0225711,0.000568442,-0.00151966,-0.000103535,0.000573563,-0.00152478,-0.0494218,0.00758026,707,1149,2.8543,12.0014,0.206603,-0.257658
0.220042,-0.235087,0.00534181,-0.0225266,0.000947838,-0.00147044,-0.000214861,0.00096678,-0.00148938,-0.0879309,0.00765837,717,1149,2.84034,11.9777,0.225383,-0.257614
0.238849,-0.235087,0.00531345,-0.0225048,0.00135239,-0.00139851,-0.000328967,0.00139118,-0.00143731,-0.11738,0.00781539,727,1149,2.82524,11.9662,0.244162,-0.257592
0.257656,-0.235087,0.00534996,-0.0225108,0.0016947,-0.00129933,-0.000442954,0.00175886,-0.00136349,-0.143841,0.00807116,737,1149,2.84469,11.9694,0.263006,-0.257598
0.276463,-0.235087,0.00540184,-0.0225553,0.00191719,-0.00116554,-0.000544091,0.00201041,-0.00125875,-0.169669,0.00814328,747,1149,2.87224,11.993,0.281864,-0.257643
0.29527,-0.235087,0.0055218,-0.0226111,0.00199845,-0.000996786,-0.000618527,0.00212115,-0.00111949,-0.195834,0.0083442,757,1149,2.93601,12.0227,0.300791,-0.257698
0.314077,-0.235087,0.00564175,-0.022685,0.00194217,-0.000805489,-0.000651614,0.00208887,-0.000952189,-0.221441,0.00844753,767,1149,2.99984,12.062,0.319718,-0.257772
0.332884,-0.235087,0.00576343,-0.0227429,0.00177739,-0.000598005,-0.00063323,0.00193566,-0.000756266,-0.24491,0.00850385,777,1149,3.0645,12.0927,0.338647,-0.25783
0.351691,-0.235087,0.00584412,-0.0226873,0.0015374,-0.000390299,-0.000556556,0.00168655,-0.000539446,-0.26183,0.00851013,787,1149,3.10741,12.0632,0.357535,-0.257775
0.370498,-0.235087,0.00589428,-0.0226294,0.00124176,-0.000194542,-0.000424507,0.00135784,-0.000310626,-0.26693,0.0084196,797,1149,3.13408,12.0324,0.376392,-0.257717
