 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
0.351691,1.32589,0.00393565,-0.0222865,0.000881582,-0.000711213,0.00103844,0.00139385,-0.00122348,0.458279,0.00808135,787,319,2.09264,11.8501,0.355626,1.30361
0.370498,1.32589,0.00397215,-0.0221946,0.00064777,-0.00062974,0.00110323,0.00128382,-0.00126579,0.522986,0.00838859,797,319,2.11208,11.8012,0.37447,1.3037
0.389304,1.32589,0.00395103,-0.0221068,0.000382697,-0.000551076,0.00112019,0.0011294,-0.00129778,0.587948,0.0087626,807,319,2.10084,11.7546,0.393256,1.30379
0.408111,1.32589,0.00390465,-0.0220664,0.000133013,-0.000490612,0.00109779,0.000962414,-0.00132001,0.647024,0.009237,817,319,2.0762,11.7331,0.412016,1.30383
0.426918,1.32589,0.00382717,-0.0220117,-6.82508e-05,-0.000453833,0.00104324,0.00079986,-0.00132194,0.694029,0.00972513,827,319,2.03495,11.704,0.430746,1.30388
0.445725,1.32589,0.00376886,-0.0219654,-0.000204364,-0.000444757,0.000965233,0.000648128,-0.00129725,0.723454,0.0101407,837,319,2.00399,11.6794,0.449494,1.30393
0.464532,1.32589,0.00373201,-0.0219267,-0.000265558,-0.000465015,0.000879683,0.000520031,-0.0012506,0.728955,0.0103603,847,319,1.98438,11.6588,0.468264,1.30397
0.483339,1.32589,0.00375072,-0.0218706,-0.000253629,-0.000508421,0.000793297,0.000422437,-0.00118449,0.705783,0.0104143,857,319,1.99435,11.629,0.48709,1.30402
0.502146,1.32589,0.00380926,-0.0218367,-0.000187188,-0.000562981,0.000698265,0.000348019,-0.00109819,0.653966,0.0100996,867,319,2.02547,11.611,0.505956,1.30406
0.520953,1.32589,0.00386172,-0.0217993,-8.12887e-05,-0.000627607,0.000598427,0.000303375,-0.00101227,0.571291,0.00980408,877,319,2.05334,11.5911,0.524815,1.30409
0.53976,1.32589,0.00389811,-0.0217934,2.36309e-05,-0.000702227,0.000512097,0.000288365,-0.000966961,0.477124,0.00950004,887,319,2.07269,11.5879,0.543658,1.3041
0.558567,1.32589,0.0039027,-0.0217864,0.000102857,-0.00078173,0.000451843,0.00029285,-0.000971723,0.398039,0.00906741,897,319,2.07512,11.5842,0.56247,1.30411
0.577374,1.32589,0.00388961,-0.0217468,0.000176392,-0.000860642,0.000413511,0.000321088,-0.00100534,0.336604,0.00853633,907,319,2.06815,11.5632,0.581264,1.30415
0.596181,1.32589,0.00387458,-0.0217066,0.000378665,-0.000939545,0.00033797,0.000460264,-0.00102114,0.236906,0.00821679,917,319,2.06017,11.5418,0.600056,1.30419
0.614988,1.32589,0.00385013,-0.0216918,0.000626316,-0.00103146,0.00029098,0.000675907,-0.00108105,0.168804,0.00820446,927,319,2.04718,11.5339,0.618838,1.3042
0.633795,1.32589,0.00385105,-0.0216864,0.000891893,-0.00109172,0.000259665,0.000925321,-0.00112514,0.128032,0.00841854,937,319,2.04767,11.531,0.637646,1.30421
0.652602,1.32589,0.00387641,-0.0217213,0.00127719,-0.00114378,0.00019848,0.00129335,-0.00115995,0.0812605,0.00867407,947,319,2.06118,11.5496,0.656479,1.30417
0.671409,1.32589,0.0039066,-0.0217226,0.00167478,-0.00118339,7.39235e-05,0.00167669,-0.0011853,0.0258409,0.00884038,957,319,2.07723,11.5503,0.675316,1.30417
0.690216,1.32589,0.0038965,-0.0217045,0.00197716,-0.0013535,-2.95705e-05,0.00197743,-0.00135376,-0.00887735,0.00894163,967,319,2.07186,11.5407,0.694113,1.30419
0.709023,1.32589,0.00387963,-0.0216093,0.00221423,-0.00152969,-0.000185433,0.00222339,-0.00153885,-0.049368,0.00911274,977,319,2.06288,11.49,0.712903,1.30428
0.72783,1.32589,0.00390431,-0.0215464,0.00224896,-0.00160844,-0.000271159,0.00226793,-0.0016274,-0.0698381,0.00942617,987,319,2.07598,11.4566,0.731734,1.30435
0.746637,1.32589,0.00450672,-0.0218654,0.00217638,-0.00175821,-0.000307055,0.0022002,-0.00178203,-0.0774152,0.0269612,997,319,2.39631,11.6262,0.751144,1.30403
0.765444,1.32589,0.00446,-0.0215778,0.00197423,-0.00188467,-0.00026085,0.00199179,-0.00190222,-0.0671896,0.0414467,1007,319,2.37148,11.4733,0.769904,1.30431
0.784251,1.32589,0.00478657,-0.0216371,0.00165861,-0.00199826,-0.000170752,0.00166657,-0.00200622,-0.0465584,0.0487144,1017,319,2.54513,11.5048,0.789038,1.30426
0.859479,1.32589,0.00421343,-0.0219362,0.000224634,-0.00220076,0.00031083,0.000263835,-0.00223996,0.125456,0.0476759,1057,319,2.2403,11.6639,0.863692,1.30396
0.878286,1.32589,0.00384886,-0.0215826,-0.000187929,-0.00221752,0.00047623,-8.17408e-05,-0.0023237,0.219388,0.0373146,1067,319,2.04654,11.4759,0.882135,1.30431
0.897093,1.32589,0.00403827,-0.0215918,-0.000452572,-0.00218163,0.000616139,-0.000255481,-0.00237872,0.309596,0.0108052,1077,319,2.14719,11.4807,0.901131,1.3043
0.9159,1.32589,0.00390442,-0.0212045,-0.000507569,-0.00216831,0.000699395,-0.000252274,-0.0024236,0.349995,0.00918306,1087,319,2.07604,11.2748,0.919804,1.30469
0.934707,1.32589,0.00393633,-0.0211304,-0.000445578,-0.00214955,0.000721852,-0.000180895,-0.00241424,0.35145,0.0090544,1097,319,2.09303,11.2354,0.938643,1.30476
0.953514,1.32589,0.00396641,-0.0210636,-0.000227724,-0.00214629,0.00060809,-5.12258e-05,-0.00232279,0.282487,0.00883208,1107,319,2.10901,11.1999,0.95748,1.30483
0.972321,1.32589,0.00400911,-0.0210216,-0.000105588,-0.00224103,0.000322852,-5.78446e-05,-0.00228878,0.146817,0.0087434,1117,319,2.13169,11.1775,0.97633,1.30487
0.991128,1.32589,0.00404102,-0.0210649,-0.000224942,-0.00248062,-0.000147159,-0.000215382,-0.00249018,-0.0648727,0.00927552,1127,319,2.14869,11.2005,0.995169,1.30483
1.00993,1.32589,0.00404722,-0.0211285,-0.000746525,-0.00257315,-0.000672289,-0.000525769,-0.00279391,-0.317272,0.0109978,1137,319,2.15198,11.2344,1.01398,1.30476
-1.04003,1.30709,0.00346155,-0.02379,-0.00162053,4.87926e-05,0.000197273,7.17886e-05,-0.00164353,1.45475,0.00774146,47,329,1.84057,12.6495,-1.03656,1.2833
-1.02122,1.30709,0.00343536,-0.0237267,-0.00103379,-0.000269223,0.000180234,-0.000228866,-0.00107414,1.35052,0.00792664,57,329,1.82664,12.6159,-1.01778,1.28336
-1.00241,1.30709,0.00341783,-0.0236904,-0.000354846,-0.000502428,0.000181936,-0.000232306,-0.000624968,0.592741,0.00801239,67,329,1.81732,12.5966,-0.998994,1.28339
-0.983605,1.30709,0.00340333,-0.0237004,0.000350563,-0.000685348,0.000136152,0.000368159,-0.000702943,0.128524,0.00809149,77,329,1.80961,12.6019,-0.980202,1.28338
-0.964798,1.30709,0.0034143,-0.0236912,0.000960456,-0.000846522,6.1199e-05,0.000962527,-0.000848593,0.0338165,0.00810077,87,329,1.81545,12.597,-0.961384,1.28339
-0.945991,1.30709,0.00344138,-0.0236606,0.00138723,-0.000987783,-3.00279e-05,0.00138761,-0.000988163,-0.0126406,0.00822855,97,329,1.82984,12.5808,-0.94255,1.28342
-0.927184,1.30709,0.00348864,-0.0236213,0.00160121,-0.00109949,-0.000125574,0.00160703,-0.00110531,-0.0463637,0.00831783,107,329,1.85498,12.5599,-0.923695,1.28346
-0.908377,1.30709,0.00358065,-0.0235436,0.00160125,-0.00117437,-0.000207653,0.0016167,-0.00118982,-0.0742623,0.00833942,117,329,1.90389,12.5185,-0.904797,1.28354
-0.88957,1.30709,0.0036753,-0.0235054,0.00146088,-0.00122246,-0.000274959,0.00148877,-0.00125035,-0.101069,0.00833924,127,329,1.95422,12.4982,-0.885895,1.28358
-0.870763,1.30709,0.00376619,-0.0235032,0.00115483,-0.00123349,-0.000310706,0.00119459,-0.00127325,-0.127272,0.00831694,137,329,2.00256,12.497,-0.866997,1.28358
-0.851956,1.30709,0.00385148,-0.0235257,0.000718601,-0.00120236,-0.000307171,0.000766523,-0.00125029,-0.154765,0.00833724,147,329,2.0479,12.509,-0.848105,1.28356
-0.833149,1.30709,0.00386207,-0.0235442,0.000195313,-0.00112593,-0.000278138,0.000251477,-0.00118209,-0.199249,0.0082871,157,329,2.05353,12.5189,-0.829287,1.28354
-0.814342,1.30709,0.00381423,-0.0235903,-0.000369509,-0.00100547,-0.000238229,-0.000290168,-0.00108481,-0.321492,0.00814306,167,329,2.0281,12.5434,-0.810528,1.28349
-0.795535,1.30709,0.00374728,-0.0236328,-0.000947105,-0.000854174,-0.000199137,-0.000696153,-0.00110513,-0.900015,0.00809095,177,329,1.99249,12.566,-0.791788,1.28345
-0.776728,1.30709,0.0036735,-0.023647,-0.00149084,-0.000682963,-0.000168023,-0.00064941,-0.00152439,-1.3737,0.00786808,187,329,1.95326,12.5736,-0.773055,1.28344
-0.757921,1.30709,0.0035893,-0.0236469,-0.00193684,-0.000507384,-0.00012989,-0.000495677,-0.00194855,-1.48091,0.00815957,197,329,1.9085,12.5735,-0.754332,1.28344
-0.739114,1.30709,0.0035016,-0.0236227,-0.00224836,-0.000328164,-7.57814e-05,-0.000325178,-0.00225134,-1.53141,0.00863687,207,329,1.86186,12.5606,-0.735613,1.28346
-0.720307,1.30709,0.00342736,-0.0235669,-0.00239589,-0.000149363,-2.57462e-05,-0.000149068,-0.00239619,-1.55934,0.00889883,217,329,1.82239,12.5309,-0.71688,1.28352
-0.7015,1.30709,0.00336724,-0.0235181,-0.00232865,2.8252e-05,-8.13998e-06,2.82803e-05,-0.00232867,-1.56734,0.00892405,227,329,1.79042,12.505,-0.698133,1.28357
-0.682693,1.30709,0.00334293,-0.0234671,-0.00203699,0.000192745,-3.26553e-05,0.000193223,-0.00203747,-1.55616,0.00869214,237,329,1.77749,12.4779,-0.67935,1.28362
-0.663886,1.30709,0.00332219,-0.0234545,-0.00154642,0.000336776,-9.51512e-05,0.000341571,-0.00155122,-1.52044,0.00845495,247,329,1.76646,12.4712,-0.660564,1.28363
-0.645079,1.30709,0.00329472,-0.0234557,-0.000900861,0.000459468,-0.000189173,0.000485285,-0.000926679,-1.43516,0.00829064,257,329,1.75185,12.4718,-0.641785,1.28363
-0.626272,1.30709,0.00326677,-0.0234964,-0.000177733,0.000565782,-0.000289212,0.000665031,-0.000276982,-1.24022,0.00797701,267,329,1.737,12.4935,-0.623006,1.28359
-0.607465,1.30709,0.00324496,-0.0234809,0.000584948,0.000661268,-0.000371354,0.000996418,0.000249799,-0.836598,0.00764227,277,329,1.72539,12.4852,-0.604221,1.2836
-0.588658,1.30709,0.00323635,-0.0234461,0.00135068,0.000752506,-0.000449118,0.00159118,0.000512,-0.491649,0.00746369,287,329,1.72083,12.4667,-0.585422,1.28364
-0.569852,1.30709,0.00325403,-0.0234232,0.00204441,0.000849015,-0.000508747,0.00223161,0.000661813,-0.35259,0.00728244,297,329,1.73022,12.4545,-0.566597,1.28366
-0.551045,1.30709,0.00332956,-0.023408,0.00260341,0.00095477,-0.000525569,0.00275671,0.000801478,-0.283796,0.00726491,307,329,1.77038,12.4464,-0.547715,1.28368
-0.532238,1.30709,0.00341324,-0.0234128,0.00298979,0.00107546,-0.000516308,0.00312016,0.000945088,-0.24734,0.00749374,317,329,1.81487,12.449,-0.528824,1.28367
-0.513431,1.30709,0.00355374,-0.023465,0.00317929,0.00121525,-0.000494231,0.00329665,0.00109789,-0.233134,0.00796626,327,329,1.88959,12.4768,-0.509877,1.28362
-0.494624,1.30709,0.00368908,-0.0234989,0.00316607,0.00137204,-0.000456692,0.00327564,0.00126247,-0.235459,0.00833973,337,329,1.96156,12.4948,-0.490934,1.28359
-0.475817,1.30709,0.00377506,-0.0234959,0.00296771,0.00154117,-0.000420329,0.00308235,0.00142653,-0.266256,0.00861549,347,329,2.00727,12.4932,-0.472042,1.28359
-0.45701,1.30709,0.00383595,-0.0234564,0.00261501,0.00171397,-0.000387659,0.00275883,0.00157014,-0.355271,0.00871002,357,329,2.03964,12.4722,-0.453174,1.28363
-0.438203,1.30709,0.00390362,-0.0234479,0.00217777,0.0018831,-0.000335106,0.0023965,0.00166437,-0.578287,0.00974391,367,329,2.07561,12.4677,-0.434299,1.28364
-0.419396,1.30709,0.00395195,-0.0233891,0.00171534,0.00203646,-0.000243995,0.00216799,0.00158382,-1.07641,0.0102951,377,329,2.10132,12.4364,-0.415444,1.2837
-0.400589,1.30709,0.00397175,-0.0234136,0.00126102,0.00217004,-0.000111784,0.00218359,0.00124747,-1.45022,0.0108278,387,329,2.11184,12.4494,-0.396617,1.28367
-0.381782,1.30709,0.00396176,-0.02341,0.000845351,0.00227976,5.14056e-05,0.0022816,0.000843511,1.53502,0.0112748,397,329,2.10654,12.4475,-0.37782,1.28368
-0.362975,1.30709,0.00392451,-0.0234138,0.000505638,0.00234886,0.00021617,0.00237387,0.000480625,1.4556,0.0114425,407,329,2.08674,12.4495,-0.35905,1.28367
-0.344168,1.30709,0.00388858,-0.0234022,0.000278169,0.00237763,0.000336971,0.00243039,0.00022541,1.41549,0.0111581,417,329,2.06762,12.4434,-0.340279,1.28368
-0.325361,1.30709,0.00386201,-0.0234376,0.000121863,0.00236031,0.00040839,0.00243249,4.96827e-05,1.39586,0.0105951,427,329,2.0535,12.4622,-0.321499,1.28365
-0.306554,1.30709,0.00384031,-0.0234258,-2.74223e-06,0.00229763,0.000440097,0.00237895,-8.40648e-05,1.38807,0.0095608,437,329,2.04196,12.4559,-0.302713,1.28366
-0.287747,1.30709,0.00389685,-0.0233256,-8.4101e-05,0.00218336,0.000398446,0.00225134,-0.000152079,1.40181,0.0147777,447,329,2.07201,12.4026,-0.28385,1.28376
-0.26894,1.30709,0.003959,-0.0231974,-0.000178228,0.00201987,0.000302125,0.00206064,-0.000218999,1.43666,0.0234581,457,329,2.10508,12.3344,-0.264981,1.28389
-0.250133,1.30709,0.00396147,-0.0231465,-0.000334432,0.00181069,0.000178615,0.00182546,-0.000349203,1.48829,0.0281761,467,329,2.10639,12.3074,-0.246171,1.28394
-0.231326,1.30709,0.00395223,-0.0229637,-0.000559312,0.00156431,1.51266e-05,0.00156441,-0.00055942,1.56367,0.0305756,477,329,2.10148,12.2102,-0.227374,1.28412
-0.212519,1.30709,0.00389501,-0.0228844,-0.000860486,0.00129473,-0.000165134,0.00130731,-0.000873065,-1.49477,0.0309604,487,329,2.07105,12.168,-0.208624,1.2842
-0.193712,1.30709,0.00376834,-0.0228458,-0.00121479,0.00102468,-0.000330077,0.00107232,-0.00126242,-1.42747,0.0291749,497,329,2.0037,12.1475,-0.189944,1.28424
-0.174905,1.30709,0.00371634,-0.0229665,-0.00157601,0.000769693,-0.000453115,0.000854178,-0.0016605,-1.38646,0.0251862,507,329,1.97603,12.2117,-0.171189,1.28412
-0.156098,1.30709,0.0037195,-0.0231025,-0.00190799,0.000538758,-0.000526465,0.000647228,-0.00201646,-1.3676,0.0196432,517,329,1.97769,12.284,-0.152378,1.28398
-0.137291,1.30709,0.0038111,-0.0233516,-0.0021576,0.000335023,-0.000550262,0.000451091,-0.00227367,-1.36291,0.00954647,527,329,2.02641,12.4165,-0.13348,1.28373
-0.118484,1.30709,0.00374716,-0.0232863,-0.00225922,0.000155632,-0.00051082,0.000259241,-0.00236283,-1.37068,0.00799804,537,329,1.99241,12.3817,-0.114737,1.2838
-0.099677,1.30709,0.00372225,-0.023325,-0.0021973,-1.17039e-06,-0.000404263,7.08825e-05,-0.00226935,-1.39442,0.0084455,547,329,1.97917,12.4023,-0.0959547,1.28376
-0.08087,1.30709,0.00365797,-0.0233685,-0.00198892,-0.000129536,-0.000255459,-9.50772e-05,-0.00202338,-1.43672,0.00903931,557,329,1.94501,12.4255,-0.077212,1.28372
-0.062063,1.30709,0.00358749,-0.0233846,-0.00166273,-0.00023362,-7.79859e-05,-0.000229377,-0.00166697,-1.51644,0.00940982,567,329,1.90754,12.434,-0.0584755,1.2837
-0.0432561,1.30709,0.00349899,-0.0233438,-0.00124075,-0.000305843,9.8822e-05,-0.000295512,-0.00125109,1.46663,0.00961347,577,329,1.86047,12.4123,-0.0397571,1.28374
-0.0244491,1.30709,0.00342541,-0.0232641,-0.000765524,-0.000343891,0.000256425,-0.000222747,-0.000886667,1.12945,0.00971318,587,329,1.82138,12.3699,-0.0210237,1.28382
-0.00564209,1.30709,0.00337353,-0.0232238,-0.000298022,-0.000348106,0.000396644,7.43702e-05,-0.000720498,0.753873,0.00947776,597,329,1.79379,12.3485,-0.00226857,1.28386
0.0131649,1.30709,0.00340647,-0.0231349,0.000154888,-0.000321698,0.000481548,0.000453877,-0.000620687,0.555639,0.00925684,607,329,1.8113,12.3012,0.0165714,1.28395
0.0319719,1.30709,0.00346317,-0.0230701,0.000560749,-0.00027289,0.000520398,0.000810678,-0.000522818,0.447735,0.00897723,617,329,1.84142,12.2668,0.035435,1.28402
0.0507788,1.30709,0.00355214,-0.0230338,0.00085123,-0.000205568,0.000553651,0.00108816,-0.000442502,0.404366,0.00872086,627,329,1.88871,12.2475,0.054331,1.28405
0.0695858,1.30709,0.00363065,-0.023022,0.00100026,-0.000131289,0.000561594,0.00123166,-0.00036269,0.390846,0.00859342,637,329,1.93051,12.2412,0.0732165,1.28406
0.0883928,1.30709,0.00370217,-0.0230159,0.00102813,-7.02144e-05,0.000545989,0.00125336,-0.000295442,0.391246,0.00836388,647,329,1.9685,12.238,0.092095,1.28407
0.1072,1.30709,0.00374888,-0.023008,0.000967154,-3.51652e-05,0.000529466,0.00119503,-0.000263043,0.406428,0.00816203,657,329,1.99333,12.2337,0.110949,1.28408
0.126007,1.30709,0.00374303,-0.022954,0.000843828,-2.92778e-05,0.000520104,0.00108631,-0.000271759,0.436257,0.00807577,667,329,1.99025,12.205,0.12975,1.28413
0.144814,1.30709,0.00373408,-0.0229094,0.000709801,-5.22669e-05,0.000516885,0.000970917,-0.000313383,0.467777,0.00810404,677,329,1.98549,12.1814,0.148548,1.28418
0.163621,1.30709,0.00372019,-0.0228586,0.000611266,-0.000100159,0.000522111,0.000887322,-0.000376214,0.486367,0.00812173,687,329,1.97807,12.1543,0.167341,1.28423
0.182428,1.30709,0.00368403,-0.0228178,0.000581749,-0.000162873,0.000530071,0.000857196,-0.00043832,0.479238,0.00816555,697,329,1.95889,12.1326,0.186112,1.28427
0.201235,1.30709,0.00364764,-0.0227794,0.0006379,-0.000237859,0.000541093,0.000896095,-0.000496055,0.445221,0.00814952,707,329,1.93949,12.1122,0.204882,1.28431
0.220042,1.30709,0.00362663,-0.0227751,0.000771292,-0.000329525,0.000558919,0.00100532,-0.000563553,0.396535,0.00824455,717,329,1.92832,12.1099,0.223668,1.28431
0.238849,1.30709,0.00362985,-0.0227738,0.000940494,-0.000431528,0.000586855,0.00115726,-0.000648296,0.353828,0.00834255,727,329,1.93003,12.1093,0.242478,1.28431
0.257656,1.30709,0.00365028,-0.0227745,0.00109214,-0.000529426,0.000628227,0.00130705,-0.000744332,0.329605,0.00846477,737,329,1.94094,12.1096,0.261306,1.28431
0.276463,1.30709,0.00368162,-0.022779,0.00118902,-0.000603326,0.000687043,0.00142207,-0.000836381,0.327034,0.0085295,747,329,1.95759,12.112,0.280144,1.28431
0.29527,1.30709,0.00374177,-0.0226948,0.00120321,-0.000638112,0.000763799,0.00147879,-0.000913698,0.346271,0.00847024,757,329,1.98956,12.0672,0.299011,1.28439
0.314077,1.30709,0.00381535,-0.0226392,0.00112602,-0.000623934,0.000855707,0.0014749,-0.000972811,0.387132,0.0081948,767,329,2.02869,12.0376,0.317892,1.28445
0.332884,1.30709,0.00387894,-0.0225922,0.000976508,-0.000566406,0.000950013,0.00142885,-0.00101874,0.444376,0.00804762,777,329,2.06249,12.0127,0.336762,1.28449
0.351691,1.30709,0.00392646,-0.0225326,0.000781109,-0.000474574,0.00103395,0.00136291,-0.00105637,0.512539,0.00796608,787,329,2.08777,11.981,0.355617,1.28455
0.370498,1.30709,0.00395332,-0.022455,0.000549297,-0.000362014,0.00109237,0.00127723,-0.00108995,0.587806,0.0082218,797,329,2.10202,11.9397,0.374451,1.28463
0.389304,1.30709,0.00394299,-0.0223514,0.00029787,-0.000246237,0.00111163,0.00117026,-0.00111862,0.66539,0.00856736,807,329,2.09658,11.8846,0.393247,1.28473
0.408111,1.30709,0.00391625,-0.0222676,7.1449e-05,-0.000144868,0.00109779,0.00106639,-0.00113981,0.736295,0.0090109,817,329,2.08232,11.84,0.412028,1.28482
0.426918,1.30709,0.0038445,-0.0221918,-0.000104146,-6.52445e-05,0.00105484,0.000970322,-0.00113971,0.794617,0.0094082,827,329,2.04417,11.7998,0.430763,1.28489
0.445725,1.30709,0.00376392,-0.0221747,-0.000214937,-1.24313e-05,0.00099009,0.00088157,-0.00110894,0.836354,0.00968838,837,329,2.00136,11.7906,0.449489,1.28491
0.464532,1.30709,0.00372868,-0.0221174,-0.000251808,1.11845e-05,0.000917184,0.00080625,-0.00104687,0.856598,0.00980479,847,329,1.98259,11.7602,0.468261,1.28497
0.483339,1.30709,0.00373247,-0.02204,-0.000218798,9.0604e-06,0.000839657,0.000742482,-0.00095222,0.852829,0.00980977,857,329,1.98459,11.7191,0.487072,1.28505
0.502146,1.30709,0.00377506,-0.0219854,-0.000134824,-8.98826e-06,0.00075157,0.000682293,-0.000826105,0.827159,0.00953462,867,329,2.00727,11.69,0.505921,1.2851
0.520953,1.30709,0.00383084,-0.0219504,-1.69134e-05,-4.58494e-05,0.00066036,0.000629137,-0.0006919,0.774445,0.00924932,877,329,2.03692,11.6714,0.524784,1.28513
0.53976,1.30709,0.00387871,-0.0219213,9.52066e-05,-0.000103309,0.000582831,0.000587171,-0.000595274,0.701056,0.00889939,887,329,2.0624,11.6559,0.543639,1.28516
0.558567,1.30709,0.00389237,-0.0219025,0.000179145,-0.000174976,0.000528661,0.000559608,-0.000555439,0.623808,0.00838024,897,329,2.06964,11.646,0.56246,1.28518
0.577374,1.30709,0.0038771,-0.0218821,0.000252113,-0.000251729,0.000494806,0.000555438,-0.000555053,0.549936,0.00788623,907,329,2.06152,11.6351,0.581251,1.2852
0.596181,1.30709,0.00386023,-0.0218674,0.000448414,-0.0003324,0.000421842,0.000632784,-0.00051677,0.41204,0.00773772,917,329,2.05255,11.6273,0.600042,1.28522
0.614988,1.30709,0.00384221,-0.0218507,0.000689992,-0.000437542,0.00037926,0.000805689,-0.000553239,0.296092,0.00793991,927,329,2.04298,11.6184,0.618831,1.28523
0.633795,1.30709,0.00384393,-0.0218277,0.000942091,-0.000512886,0.000355759,0.00102442,-0.000595215,0.227414,0.00824058,937,329,2.04388,11.6062,0.637639,1.28526
0.652602,1.30709,0.00384749,-0.0218123,0.00130744,-0.000583159,0.000311983,0.00135759,-0.000633312,0.15939,0.008541,947,329,2.04575,11.598,0.65645,1.28527
0.671409,1.30709,0.00390465,-0.0218051,0.00168229,-0.000645428,0.000211481,0.00170135,-0.000664486,0.0898728,0.00870546,957,329,2.07618,11.5942,0.675314,1.28528
0.690216,1.30709,0.00385552,-0.0217931,0.00196055,-0.000837491,0.000139317,0.00196747,-0.00084441,0.0496273,0.00881768,967,329,2.05003,11.5878,0.694072,1.28529
0.709023,1.30709,0.00386344,-0.0217517,0.0021822,-0.00104044,9.26539e-06,0.00218223,-0.00104047,0.00287505,0.00898825,977,329,2.05427,11.5657,0.712887,1.28533
0.72783,1.30709,0.00389444,-0.021703,0.00221253,-0.00114106,-5.46408e-05,0.00221342,-0.00114195,-0.0162875,0.00920909,987,329,2.07072,11.5399,0.731725,1.28538
0.746637,1.30709,0.00439916,-0.0219762,0.00214019,-0.00131173,-7.70909e-05,0.00214191,-0.00131345,-0.022318,0.0244223,997,329,2.33914,11.6851,0.751036,1.28511
0.765444,1.30709,0.00446115,-0.0217914,0.00194349,-0.00145261,-2.76215e-05,0.00194372,-0.00145283,-0.00813259,0.0376341,1007,329,2.37209,11.5869,0.769905,1.28529
0.784251,1.30709,0.00469222,-0.0217048,0.00163774,-0.00156974,5.55646e-05,0.00163871,-0.0015707,0.0173165,0.0449703,1017,329,2.49493,11.5408,0.788943,1.28538
0.821865,1.30709,0.00489528,-0.0221846,0.000923818,-0.00169298,0.000249923,0.000947474,-0.00171663,0.0943705,0.0493423,1037,329,2.60287,11.796,0.82676,1.2849
0.897093,1.30709,0.00397904,-0.0216338,-0.000361025,-0.00161824,0.00070473,-4.5285e-05,-0.00193398,0.421214,0.0104139,1077,329,2.11574,11.503,0.901072,1.28545
0.9159,1.30709,0.00397421,-0.0213629,-0.000402182,-0.00155413,0.000760389,-2.42485e-05,-0.00193206,0.461265,0.00880769,1087,329,2.11316,11.359,0.919874,1.28572
0.934707,1.30709,0.00400085,-0.0212806,-0.000338071,-0.00147666,0.000768913,4.93604e-05,-0.00186409,0.466738,0.00857509,1097,329,2.12729,11.3152,0.938708,1.2858
0.953514,1.30709,0.0040137,-0.0212047,-0.000131002,-0.00141221,0.000669191,0.00015478,-0.00169799,0.40361,0.00828755,1107,329,2.13415,11.2749,0.957528,1.28588
0.972321,1.30709,0.00402954,-0.021186,-2.59082e-05,-0.00145632,0.000430938,9.38871e-05,-0.00157611,0.271142,0.00818525,1117,329,2.14264,11.265,0.97635,1.2859
0.991128,1.30709,0.0040261,-0.0211985,-0.00014986,-0.00166934,2.8617e-05,-0.000149321,-0.00166988,0.0188245,0.00860849,1127,329,2.1408,11.2716,0.995154,1.28589
1.00993,1.30709,0.00401324,-0.0212103,-0.000638273,-0.00175592,-0.000407717,-0.000505347,-0.00188885,-0.315158,0.0102215,1137,329,2.13391,11.2779,1.01395,1.28587
-1.04003,1.28828,0.00346215,-0.0239449,-0.00149033,0.000715358,0.000322803,0.00076163,-0.0015366,1.42842,0.00756816,47,339,1.84089,12.7319,-1.03656,1.26433
-1.02122,1.28828,0.00344242,-0.0238752,-0.000885015,0.000402259,0.000277771,0.000459639,-0.000942395,1.36709,0.00760654,57,339,1.8304,12.6949,-1.01778,1.2644
-1.00241,1.28828,0.00343365,-0.0238274,-0.000209596,0.000179221,0.000248353,0.000300208,-0.000330582,1.11748,0.00757876,67,339,1.82573,12.6695,-0.998978,1.26445
-0.983605,1.28828,0.00343553,-0.0238046,0.000478829,7.40001e-06,0.000183646,0.000541924,-5.56953e-05,0.330935,0.00755726,77,339,1.82673,12.6574,-0.98017,1.26447
-0.964798,1.28828,0.00344805,-0.023791,0.00106675,-0.000147558,9.80359e-05,0.00107461,-0.000155422,0.0800431,0.00746868,87,339,1.83339,12.6501,-0.96135,1.26449
-0.945991,1.28828,0.0034744,-0.0237641,0.00147105,-0.000290607,-3.08983e-06,0.00147105,-0.000290612,-0.00175393,0.00767869,97,339,1.8474,12.6358,-0.942517,1.26451
-0.927184,1.28828,0.00352628,-0.0237393,0.00166332,-0.000414192,-0.000110852,0.00166922,-0.00042009,-0.0531569,0.00788209,107,339,1.87498,12.6226,-0.923658,1.26454
-0.908377,1.28828,0.00360098,-0.0237076,0.00164783,-0.000510775,-0.00020762,0.00166762,-0.000530563,-0.0950217,0.00797496,117,339,1.9147,12.6058,-0.904776,1.26457
-0.88957,1.28828,0.00368219,-0.0236801,0.00149702,-0.000584875,-0.000288739,0.00153633,-0.000624178,-0.135289,0.00797924,127,339,1.95789,12.5911,-0.885888,1.2646
-0.870763,1.28828,0.00375792,-0.0236535,0.00117865,-0.000629729,-0.000340437,0.00124062,-0.000691694,-0.180047,0.00791356,137,339,1.99816,12.577,-0.867005,1.26462
-0.851956,1.28828,0.0038212,-0.0236532,0.000731756,-0.00063722,-0.000356321,0.000818947,-0.000724411,-0.239982,0.00798244,147,339,2.0318,12.5768,-0.848135,1.26462
