x,y,z,u,v,w,sigma
-3.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
-2.705627203079511,9.705627203079512,0.0,0.0019093985440777062,0.018585651222458765,1.166833756029413e-06,1
3.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
-3.0,9.5,0.0,0.0019403767026744574,0.018562226253620768,-1.2496326009287328e-06,1
-2.5,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
2.705627203079456,9.705627203079455,0.0,0.0018110605653207954,0.01858673564158047,1.438050392743671e-06,1
3.000000000000039,9.0,0.0,0.0017517857407997948,0.018560586948188938,-1.3317637390241217e-05,1
3.0,9.5,0.0,0.0017790192417173863,0.018561892195573852,-6.875032945090735e-07,1
2.613728664340844,9.337955421336805,0.0,0.001762246844630324,0.018571263777944547,-4.995057211043741e-06,1
-2.999999999999961,9.0,0.0,0.001968674896029887,0.018559165785776252,-8.89510862605089e-06,1
2.5,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
-2.619522633418714,9.341848834834348,0.0,0.001958429073072849,0.018571038101234037,-1.3937460231447137e-06,1
2.554958132087404,8.949855824363654,0.0,0.0017494776456390927,0.018565813623641493,-1.4364810502981126e-05,1
-2.554958132087338,8.94985582436364,0.0,0.0019694643322396687,0.01856615490100228,-5.282169045940415e-06,1
-2.262719149268844,9.654107823937615,0.0,0.0019266364441319838,0.018575523103085047,3.4183468339220537e-06,1
2.279483262222528,9.640362259512592,0.0,0.001792754895258205,0.018576570658003822,1.9658791353581424e-06,1
2.171786650878199,9.21081466009053,0.0,0.0017419725664615147,0.01854079805945132,-9.265319985017118e-06,1
-2.206550465345473,9.234175141075777,0.0,0.0019758328665052624,0.01854409933947546,4.679787272173015e-07,1
-2.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
2.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
2.132232521764909,8.80193773580485,0.0,0.0017447440983437623,0.018515636162872072,-2.8436125801555432e-05,1
-2.132232521764859,8.801937735804826,0.0,0.001976239567683327,0.018511665157735564,-1.912770160565538e-06,1
1.756516884370739,9.53720207822975,0.0,0.0017669340131218991,0.018533540625288048,2.5522142070769586e-07,1
-1.761471001143455,9.51807306327295,0.0,0.0019582508068044743,0.01852842141639304,6.68433917296478e-06,1
-1.5,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
1.5,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
1.241293335610627,9.63600752674666,0.0,0.0017912057255780192,0.01851573992358797,4.790749868521649e-06,1
1.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
0.5,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
0.7345442339681121,9.591090997222025,0.0,0.0018081151378457861,0.018476372311700923,7.982468807661258e-06,1
-1.249999999999998,9.56698729810778,0.0,0.0019394852906303728,0.0184969072568715,9.678769371387985e-06,1
-1.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
0.2466421877501297,9.60047499643581,0.0,0.0018432954019383617,0.018465201720801554,1.1246852465064423e-05,1
0.0,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
1.752245089443082,9.015123540357312,0.0,0.0017214245130665038,0.018455139067613938,-2.2611180366547355e-05,1
-1.762520751735079,8.990231415710547,0.0,0.0019995644848577205,0.01844826379946123,1.7896739095395902e-06,1
-0.5,10.0,0.0,0.0018600000000000012,0.018600000000000012,0.0,1
1.75302039628255,8.563662964936073,0.0,0.0017284975207522118,0.01839189205747323,-4.641510923017849e-05,1
-0.25,9.56698729810778,0.0,0.0018769859837064885,0.018447054301385848,1.708334812172319e-05,1
1.371586450273886,9.220247197278944,0.0,0.0017409098631780509,0.018416998242735207,-1.4448066726772024e-05,1
0.9366672998779659,9.181296958320065,0.0,0.0017567303150173253,0.018344192492030256,-1.1549635351034188e-05,1
-0.7340881830743187,9.524481469615445,0.0,0.001918559934480493,0.01845108408933467,1.721311590337316e-05,1
-1.753020396282515,8.563662964936047,0.0,0.0019870701557300253,0.018390335602264444,1.6605471291152958e-07,1
-1.379638266864386,9.172183754417809,0.0,0.0019842801194814115,0.018403566059638148,5.132786790451199e-06,1
0.4960617429706895,9.14433703086679,0.0,0.0017977338711897908,0.018283385164543545,-3.008174780694002e-06,1
1.288993041840916,8.750246572330042,0.0,0.0017107323427656901,0.018263374380129496,-3.1551192391504844e-05,1
0.01465259732046986,9.277530006654665,0.0,0.001857365833577489,0.018324960131932588,1.1659955702872363e-05,1
-1.304705925295795,8.689131099040694,0.0,0.002006875571416487,0.01824729281333362,5.79979062480592e-06,1
-0.9800504463509667,9.083424676023746,0.0,0.001973100840776996,0.018310658424024934,1.0545333397309231e-05,1
0.8448285997179408,8.749130526981105,0.0,0.0017464987734770276,0.018155804488592192,-2.2586491463684175e-05,1
1.436337035063951,8.246979603717481,0.0,0.001707145727305244,0.018173457551373763,-3.7642004450294906e-05,1
0.07057281456005526,8.89191850097351,0.0,0.001847422773059979,0.018148385137549107,4.904586168632957e-06,1
