x,y,z,u,v,w,sigma
-3.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
-2.705627203079511,9.705627203079512,0.0,0.0019697399501560258,0.019185533732129247,1.1708828069222744e-06,1
3.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
-3.0,9.5,0.0,0.0020009613174046758,0.01916191753693315,-1.268473943502073e-06,1
-2.5,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
2.705627203079456,9.705627203079455,0.0,0.0018707260494879707,0.019186634394035472,1.4341977693867502e-06,1
3.000000000000039,9.0,0.0,0.0018109707803372305,0.019160259647525952,-1.3504075917290324e-05,1
3.0,9.5,0.0,0.0018384397879912982,0.019161593502312047,-7.209158274774434e-07,1
2.613728664340844,9.337955421336805,0.0,0.0018215459801692352,0.01917103387820346,-5.081732607986736e-06,1
-2.999999999999961,9.0,0.0,0.0020295108969991247,0.019158809474411512,-9.005004182085275e-06,1
2.5,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
-2.619522633418714,9.341848834834348,0.0,0.002019144628780314,0.01917079403873249,-1.4295800490213344e-06,1
2.554958132087404,8.949855824363654,0.0,0.0018086328156361935,0.019165530202623897,-1.4575098738677872e-05,1
-2.554958132087338,8.94985582436364,0.0,0.0020303208051125426,0.01916585806484124,-5.377250443560922e-06,1
-2.262719149268844,9.654107823937615,0.0,0.001987068753454808,0.01917534416787551,3.4343107660350987e-06,1
2.279483262222528,9.640362259512592,0.0,0.0018523239074218541,0.01917640592495568,1.9598115730542493e-06,1
2.171786650878199,9.21081466009053,0.0,0.0018011312648721232,0.01914037292340494,-9.399295151238457e-06,1
-2.206550465345473,9.234175141075777,0.0,0.002036673471448539,0.01914366676698473,4.353126610514908e-07,1
-2.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
2.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
2.132232521764909,8.80193773580485,0.0,0.0018037186911548115,0.01911500374082926,-2.8764884783268025e-05,1
-2.132232521764859,8.801937735804826,0.0,0.002037263516440346,0.019110983163295722,-2.0056921162580756e-06,1
1.756516884370739,9.53720207822975,0.0,0.0018263902567183408,0.01913316147115156,2.3335860718853235e-07,1
-1.761471001143455,9.51807306327295,0.0,0.0020188269838782033,0.019127993090667126,6.703340455131936e-06,1
-1.5,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
1.5,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
1.241293335610627,9.63600752674666,0.0,0.0018508539905999705,0.01911536369838516,4.7969145807709115e-06,1
1.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
0.5,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
0.7345442339681121,9.591090997222025,0.0,0.0018678641693625096,0.01907591137311081,7.982735687602798e-06,1
-1.249999999999998,9.56698729810778,0.0,0.0019998970986007288,0.019096421211235566,9.700951004630663e-06,1
-1.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
0.2466421877501297,9.60047499643581,0.0,0.0019032258181988647,0.019064748978917655,1.1247599348066419e-05,1
0.0,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
1.752245089443082,9.015123540357312,0.0,0.0017804059639829498,0.019054254757605846,-2.2858781537265023e-05,1
-1.762520751735079,8.990231415710547,0.0,0.0020606171591983123,0.019047284900499256,1.7140464733120484e-06,1
-0.5,10.0,0.0,0.0019200000000000013,0.019200000000000012,0.0,1
1.75302039628255,8.563662964936073,0.0,0.0017870362446802419,0.018990569030955376,-4.696986386711321e-05,1
-0.25,9.56698729810778,0.0,0.0019370712695217687,0.019046548248915874,1.709156311050114e-05,1
1.371586450273886,9.220247197278944,0.0,0.0018001417991417156,0.019016104708178477,-1.458746080728737e-05,1
0.9366672998779659,9.181296958320065,0.0,0.001816090093802627,0.018943162052618066,-1.1677340949438802e-05,1
-0.7340881830743187,9.524481469615445,0.0,0.001978839944890477,0.019050542392548452,1.7234612606211654e-05,1
-1.753020396282515,8.563662964936047,0.0,0.0020485021008716654,0.018988936919735813,3.5151080780735873e-09,1
-1.379638266864386,9.172183754417809,0.0,0.0020450901796883253,0.019002553668486816,5.07023574792845e-06,1
0.4960617429706895,9.14433703086679,0.0,0.0018573302180192293,0.018882232221534193,-3.1330534733886024e-06,1
1.288993041840916,8.750246572330042,0.0,0.0017693779695580464,0.018861773545726906,-3.192625176455077e-05,1
0.01465259732046986,9.277530006654665,0.0,0.0019173699388713515,0.018924018037665212,1.1586498471656467e-05,1
-1.304705925295795,8.689131099040694,0.0,0.0020682995177474786,0.01884547409748939,5.5824284085692085e-06,1
-0.9800504463509667,9.083424676023746,0.0,0.002033854621602783,0.018909444371303204,1.0476710184906501e-05,1
0.8448285997179408,8.749130526981105,0.0,0.0018053866126127136,0.01875406489504526,-2.2853474691090603e-05,1
1.436337035063951,8.246979603717481,0.0,0.001764690285569755,0.01877093968235465,-3.7968300336451685e-05,1
0.07057281456005526,8.89191850097351,0.0,0.0019073805229918844,0.01874673925594386,4.729407363364475e-06,1
-0.4160676094377727,9.073989907224089,0.0,0.0019725808100821223,0.018847701938459922,1.590700515446544e-05,1
0.4504283371524513,8.758077878428786,0.0,0.001853817406002448,0.01869761161166557,-1.0277492079149445e-05,1
-1.43633703506393,8.246979603717454,0.0,0.002064726791761008,0.018764852420730095,1.96185514326832e-05,1
0.9887923155387419,8.263725545629576,0.0,0.0017744803854433846,0.018566310694029826,-2.0443137607631247e-05,1
-0.754953598164815,8.630999668491956,0.0,0.002025318982072843,0.01868819853683462,1.0243920174680613e-05,1
0.5831448679307663,8.473151857429883,0.0,0.0018244914046130236,0.01857242171318989,-1.881510259411748e-05,1
0.2006728780803919,8.492686951542943,0.0,0.001884482953958207,0.018546974212014195,-3.2780081576340605e-06,1
1.198062264195166,7.867767478235126,0.0,0.0016792743661345002,0.01841440062194367,4.6398266369877544e-06,1
