x,y,z,u,v,w,sigma
-3.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
-2.705627203079511,9.705627203079512,0.0,0.0025119731688615756,0.024584749612420218,1.2066889603602056e-06,1
3.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
-3.0,9.5,0.0,0.002544800912495435,0.024559864932109557,-1.3713731799657388e-06,1
-2.5,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
2.705627203079456,9.705627203079455,0.0,0.002408531761435774,0.024585964934814703,1.3979146888006072e-06,1
3.000000000000039,9.0,0.0,0.0023455826136018457,0.024558079514879715,-1.4805189391860652e-05,1
3.0,9.5,0.0,0.002374622600665404,0.02455961149227964,-9.593957883294165e-07,1
2.613728664340844,9.337955421336805,0.0,0.0023569303952092548,0.02456950442049946,-5.7004676646309865e-06,1
-2.999999999999961,9.0,0.0,0.0025750168860771685,0.024556427536786326,-9.663875632449565e-06,1
2.5,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
-2.619522633418714,9.341848834834348,0.0,0.0025638413739120574,0.024569158252505024,-1.6335807522181268e-06,1
2.554958132087404,8.949855824363654,0.0,0.0023430420757311163,0.024563637795080747,-1.6061978297612967e-05,1
-2.554958132087338,8.94985582436364,0.0,0.0025759664020811876,0.024563859927788596,-5.933189511328148e-06,1
-2.262719149268844,9.654107823937615,0.0,0.002529878255671395,0.024574156206155794,3.544614569597031e-06,1
2.279483262222528,9.640362259512592,0.0,0.0023895168880396726,0.024575322434773676,1.895943271733062e-06,1
2.171786650878199,9.21081466009053,0.0,0.0023355979081805746,0.024537564100362102,-1.0367142024597192e-05,1
-2.206550465345473,9.234175141075777,0.0,0.0025821859254781133,0.024540783769530918,2.54162066187789e-07,1
-2.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
2.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
2.132232521764909,8.80193773580485,0.0,0.0023368561628506705,0.024510795316924457,-3.107269509510368e-05,1
-2.132232521764859,8.801937735804826,0.0,0.002584061806807571,0.02450643745081583,-2.5182578607347707e-06,1
1.756516884370739,9.53720207822975,0.0,0.002362889928808241,0.024530718892770014,3.2885094327585085e-08,1
-1.761471001143455,9.51807306327295,0.0,0.00256252233471221,0.024525204300347627,6.804882654786353e-06,1
-1.5,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
1.5,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
1.241293335610627,9.63600752674666,0.0,0.0023886331683701865,0.024513020591839157,4.769385292699063e-06,1
1.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
0.5,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
0.7345442339681121,9.591090997222025,0.0,0.0024063135320904925,0.024473159276177388,7.921406053685243e-06,1
-1.249999999999998,9.56698729810778,0.0,0.0025424788699342266,0.024493378374267436,9.777630956569354e-06,1
-1.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
0.2466421877501297,9.60047499643581,0.0,0.0024428204287026273,0.024462178671455417,1.12700020874477e-05,1
0.0,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
1.752245089443082,9.015123540357312,0.0,0.0023137072405941717,0.02444849202589449,-2.464636459666665e-05,1
-1.762520751735079,8.990231415710547,0.0,0.0026075332507504226,0.02444084277834353,1.244114323985903e-06,1
-0.5,10.0,0.0,0.0024600000000000017,0.024600000000000018,0.0,1
1.75302039628255,8.563662964936073,0.0,0.0023171065243846743,0.02438186392130428,-5.0852772610354587e-05,1
-0.25,9.56698729810778,0.0,0.0024775975637105563,0.024443713016439154,1.711278726656076e-05,1
1.371586450273886,9.220247197278944,0.0,0.0023351515136708217,0.024410456933851785,-1.5663222268088286e-05,1
0.9366672998779659,9.181296958320065,0.0,0.0023519247245651774,0.02433682613089015,-1.2727689430839338e-05,1
-0.7340881830743187,9.524481469615445,0.0,0.0025205849669510047,0.024447320750456154,1.72562586248398e-05,1
-1.753020396282515,8.563662964936047,0.0,0.0025981296382157,0.02437968697375422,-8.974590322547699e-07,1
-1.379638266864386,9.172183754417809,0.0,0.0025903313441510154,0.02439606721853249,4.584225647469086e-06,1
0.4960617429706895,9.14433703086679,0.0,0.0023946991495980775,0.024275467898855124,-4.035086953172534e-06,1
1.288993041840916,8.750246572330042,0.0,0.0023003326030589344,0.02425167563407188,-3.4706178546788997e-05,1
0.01465259732046986,9.277530006654665,0.0,0.0024573882570871355,0.02431874835728643,1.1181432900799424e-05,1
-1.304705925295795,8.689131099040694,0.0,0.0026177720010003994,0.02423369635755261,4.209098660903998e-06,1
-0.9800504463509667,9.083424676023746,0.0,0.0025787219362831313,0.024302026776870045,9.799421378014616e-06,1
0.8448285997179408,8.749130526981105,0.0,0.0023378274788107326,0.024143262630480517,-2.5059390152832013e-05,1
1.436337035063951,8.246979603717481,0.0,0.002287718235980082,0.02415442282581439,-4.017626382147195e-05,1
0.07057281456005526,8.89191850097351,0.0,0.0024468643417934074,0.024137738489617182,3.1814950666846623e-06,1
-0.4160676094377727,9.073989907224089,0.0,0.0025153071794152006,0.02424061903777696,1.482214596422166e-05,1
0.4504283371524513,8.758077878428786,0.0,0.0023897448769483152,0.024085685788188007,-1.2150865606677066e-05,1
-1.43633703506393,8.246979603717454,0.0,0.0026200523079583696,0.024147245926870235,2.0951381595636962e-05,1
0.9887923155387419,8.263725545629576,0.0,0.0022990904178541165,0.02394313851431229,-1.9662223326935784e-05,1
-0.754953598164815,8.630999668491956,0.0,0.002573103852978578,0.0240763727953024,9.265405295387585e-06,1
